POS,NN,Ndist,Nweight
"[0.8923237542272207, 0.25138670665700424]","[46, 83, 119, 39, 131, 166, 188, 43, 151, 60, 186, 37, 122, 56]","[0.042466719416524204, 0.08496884788371263, 0.08513133143277779, 0.1151554262159197, 0.12391766243890331, 0.12644075522943424, 0.13243144342294788, 0.1396771689696656, 0.13995794751888432, 0.14555715790113943, 0.15329087286871132, 0.15929488981353618, 0.1609004796269521, 0.17441014820441478]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.555418047626639, 0.11153719401637119]","[44, 73, 136, 103, 15, 63, 99, 4, 58, 6, 10, 177, 45, 109]","[0.02757754680060398, 0.03016227552816523, 0.06642797644143299, 0.08555676101810678, 0.09768665546972764, 0.10244358784263237, 0.10286489391407988, 0.12354101078662451, 0.1251358452972997, 0.12810403458458774, 0.13169826404292068, 0.13408552048743527, 0.13577581420933005, 0.1380647577324838]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.51234841017127, 0.5890473564699343]","[8, 36, 53, 182, 82, 105, 107, 57, 24, 75, 55, 137, 5, 167]","[0.04016691985248084, 0.04159654125764988, 0.07404284748711149, 0.08224787561489652, 0.08327815353198702, 0.09248537241362441, 0.09294000675888296, 0.09523775545703077, 0.11695988530755583, 0.12263690502427467, 0.12276854666722105, 0.12378936975344415, 0.12712515409352407, 0.1398859502729346]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6387274499012311, 0.1625492136736193]","[177, 118, 190, 44, 136, 103, 13, 73, 110, 37, 102, 99, 6, 134]","[0.03665301946344146, 0.07024353554724487, 0.07043393074544876, 0.07073184594752467, 0.07195393758544136, 0.07551937472850184, 0.09768665546972764, 0.1062095536291576, 0.1088567913736606, 0.11378891496046283, 0.14395007980233318, 0.14596878172757052, 0.15570112090552146, 0.16473014692697102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.05473881856482121, 0.7690507400965251]","[124, 191, 19, 128, 29, 35, 88, 91, 174, 90, 38, 68, 20, 126]","[0.06523262754290754, 0.08406235314962915, 0.1350868009656064, 0.1371382287959933, 0.1416917657444265, 0.15729177953857504, 0.16097178697709, 0.20612959682482665, 0.20826524128556687, 0.21293381250064464, 0.22467274417341926, 0.22892651007556586, 0.2297907698239779, 0.22998555467138182]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.28509274978726784, 0.5550538386763537]","[25, 173, 126, 139, 148, 91, 34, 20, 181, 196, 28, 98, 82, 185]","[0.03046489063659061, 0.07447246968200308, 0.08444810768146639, 0.10043703725106945, 0.10833717432377027, 0.1116446159812265, 0.1178839585762565, 0.12913354850929407, 0.1320817134417018, 0.13244074137948658, 0.14253542351624002, 0.14284379135078493, 0.14669084372254534, 0.1534662025083218]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7966996169667593, 0.4759515523730774]","[169, 87, 130, 52, 59, 176, 149, 64, 86, 122, 43, 41, 166, 175]","[0.04155958752381058, 0.04661264250947033, 0.04915385721115249, 0.055305876607691075, 0.05935471955187568, 0.06475429544200303, 0.07006307414965149, 0.07951463675587744, 0.08677817658624858, 0.09303229680609736, 0.1082794402469059, 0.11732714898151259, 0.11763603155430494, 0.1195706826274293]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.17704136300910522, 0.8264138939287133]","[113, 124, 117, 16, 76, 35, 49, 128, 38, 29, 129, 194, 132, 165]","[0.10332710781033284, 0.11850872141628883, 0.12521669027134727, 0.1350868009656064, 0.13756028818697258, 0.1399234586766842, 0.14070750791625652, 0.14098529118136693, 0.15211341421040717, 0.15398332799720424, 0.1600082889897811, 0.17199320599421608, 0.17557921208050412, 0.18088886311220348]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.15619600385978571, 0.5628706308514293]","[90, 98, 170, 185, 126, 25, 91, 174, 54, 128, 35, 17, 178, 127]","[0.034559768627668894, 0.05001246832037231, 0.07342569787566942, 0.07837474550070582, 0.08198180459204632, 0.10384431253599814, 0.10442674887337705, 0.11810689537114379, 0.11943139992282344, 0.12341241608967832, 0.1283701682745556, 0.12913354850929407, 0.1332303220833854, 0.13950281382049456]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.98242313622493, 0.7779833656350406]","[9, 184, 133, 7, 192, 106, 195, 27, 3, 81, 153, 156, 61, 114]","[0.014832384042978434, 0.030710509805397277, 0.05293722972828151, 0.060268196705587175, 0.08508576320794815, 0.1024095599575647, 0.10904340319692803, 0.11322735932488846, 0.12396034298269147, 0.1310967425806383, 0.14709992909879002, 0.17370662127934658, 0.18363977302152812, 0.19251978945615217]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3784672913490531, 0.430396542138088]","[196, 79, 50, 181, 167, 148, 57, 160, 80, 82, 152, 17, 199, 47]","[0.024618489695731206, 0.03117317861729319, 0.04750957557113347, 0.05212260610148539, 0.08630402170632061, 0.10072293766872488, 0.11536976131682493, 0.1365079098411165, 0.13777817665554196, 0.15128956510791353, 0.15416800290972799, 0.15575059098476218, 0.15578385368696268, 0.15909736598297372]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5565213090170346, 0.4172397612525398]","[121, 197, 47, 138, 33, 75, 141, 182, 137, 167, 152, 134, 100, 57]","[0.016277310731385167, 0.017571000609433618, 0.03355109509478289, 0.043465038579011295, 0.06152712159723887, 0.06336740715127477, 0.06986994839296869, 0.0992112065849186, 0.10520033123235253, 0.10557690768324147, 0.1099247039147483, 0.11107124376381196, 0.11687319533908666, 0.1272238016413363]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6158165382893442, 0.6435813938676769]","[55, 53, 48, 158, 8, 14, 200, 95, 137, 164, 182, 36, 100, 32]","[0.045296711098088124, 0.0695127783211632, 0.09908222387491548, 0.09963186875526653, 0.10590436577635733, 0.11695988530755583, 0.11737487745059112, 0.12147278075974126, 0.1344079922778586, 0.1413256655980997, 0.14299786307202977, 0.1490150326043667, 0.150829044424887, 0.15232765627729158]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2596542545060081, 0.5718166701592731]","[17, 126, 139, 91, 173, 20, 34, 98, 148, 35, 90, 185, 128, 28]","[0.03046489063659061, 0.054506002915032006, 0.08358084099004116, 0.08388078193523678, 0.0885751758254826, 0.10384431253599814, 0.11487961531522092, 0.1255953894960352, 0.126438979178431, 0.13515933160284377, 0.13785774527036385, 0.14103119356299107, 0.14905059447571067, 0.1503696356869416]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.171256036573186, 0.32174796737827405]","[62, 171, 101, 123, 145, 84, 199, 162, 160, 96, 142, 178, 127, 42]","[0.02682340737722279, 0.03390031867278324, 0.044801240884087656, 0.04761068312891924, 0.06707409370932067, 0.08246423795205657, 0.08470691972049879, 0.09641579682567876, 0.09990390176608276, 0.09999935558587156, 0.10645897958516352, 0.1087147799495118, 0.11364269939616133, 0.11851002649624147]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8716673293361721, 0.7544549542966701]","[153, 192, 7, 81, 184, 114, 61, 133, 3, 21, 9, 157, 179, 164]","[0.03456239850984995, 0.0566340924525268, 0.06876098029995907, 0.08237920408937051, 0.08834948446025513, 0.08970084795579476, 0.09836017447671244, 0.10503125497447806, 0.1098709989327387, 0.11322735932488846, 0.1142457972145672, 0.13190147505814825, 0.13363796968984307, 0.13754018947314764]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.38127172903170303, 0.6602486622583742]","[111, 34, 105, 5, 173, 107, 69, 82, 132, 94, 36, 139, 150, 8]","[0.05357699344288411, 0.05556553511364875, 0.05706076075574471, 0.0620254390471536, 0.0697695322585228, 0.07434960088348389, 0.09245910532656228, 0.10086177096160123, 0.10386915522330374, 0.10443833760379059, 0.1085503625398287, 0.1099654732953065, 0.12906427523578973, 0.13329259650430308]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0481004142617939, 0.9105869123921011]","[88, 68, 2, 38, 16, 19, 49, 124, 76, 191, 194, 113, 128, 117]","[0.041018538322544026, 0.0873985672116667, 0.10153004524638995, 0.11595416502673295, 0.1416917657444265, 0.15398332799720424, 0.1886932577052708, 0.1895611584451084, 0.21389389889793564, 0.2245068360962456, 0.22533202251694087, 0.23624150343045872, 0.25264636785509575, 0.25811756509898154]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.42347868498651664, 0.1795990845678267]","[10, 4, 172, 109, 93, 58, 99, 6, 120, 72, 45, 108, 80, 136]","[0.039523507682047196, 0.0413107846106894, 0.04756415497272484, 0.049731758790210585, 0.05557120591838155, 0.060059425435223655, 0.07495722124607315, 0.08573822957970094, 0.09141831266539693, 0.10056720278434307, 0.11247478277975949, 0.12319957409344423, 0.13118676197784718, 0.14473393755917255]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7023543491527903, 0.3457132880241376]","[56, 41, 65, 60, 134, 188, 122, 59, 176, 43, 87, 118, 138, 37]","[0.04111275100648729, 0.0448292595366305, 0.04710643552537383, 0.08364980131352949, 0.08443373244047792, 0.09206767815426106, 0.10425083164715533, 0.10534125826956438, 0.10602701780779791, 0.11846167150701552, 0.11945343987356004, 0.12611520073507276, 0.12726712565102918, 0.12817403574674166]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5170799737956057, 0.7595762459039052]","[150, 69, 147, 48, 187, 163, 5, 55, 53, 125, 107, 94, 8, 146]","[0.044532668160494115, 0.08340971783418007, 0.09063567831490238, 0.09158648987858058, 0.10342025546902932, 0.10342655005178186, 0.1069959025081546, 0.10782970350084917, 0.10938947492492496, 0.11263977450709597, 0.1147997527571856, 0.1232057176225665, 0.13053489714497749, 0.14518005157646277]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6078927813167004, 0.45110063138025625]","[75, 197, 100, 137, 23, 47, 138, 121, 182, 65, 141, 134, 41, 31]","[0.049277859260895056, 0.0553685974681584, 0.05676307311552237, 0.058356723013459885, 0.06152712159723887, 0.07126089184796287, 0.07578443575027645, 0.0777177853188512, 0.08672526588520332, 0.1021391260856452, 0.12088733312186699, 0.125471568648724, 0.12980105367856204, 0.14152554517723168]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3259668824520814, 0.6656247795627719]","[111, 28, 139, 173, 132, 91, 105, 5, 25, 126, 17, 94, 107, 165]","[0.04600029641449644, 0.05556553511364875, 0.05562491405155974, 0.06590217765921855, 0.08933561667206721, 0.10797810169877596, 0.11127658704399905, 0.11229967458056743, 0.11487961531522092, 0.11702691891540544, 0.1178839585762565, 0.1195101163828859, 0.12965047429353788, 0.1298707100559629]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.1889320353907341, 0.6869965843923487]","[128, 91, 126, 139, 124, 20, 25, 90, 34, 19, 191, 16, 132, 111]","[0.02504874440931918, 0.05162708294204871, 0.08256239059901568, 0.08866729544546485, 0.09244005474747363, 0.1283701682745556, 0.13515933160284377, 0.13747664789010686, 0.13869139609507275, 0.1399234586766842, 0.14847528543222854, 0.15729177953857504, 0.16273195067129184, 0.16281574100639673]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.47276746790492075, 0.6018388088467092]","[14, 8, 82, 105, 107, 53, 57, 5, 28, 182, 173, 69, 167, 55]","[0.04159654125764988, 0.046921983121235064, 0.051318748893727575, 0.053028054331222166, 0.06318071623916904, 0.0910807986307072, 0.09598582426529845, 0.09600963245771146, 0.1085503625398287, 0.11572028508282697, 0.12982050049569666, 0.13603581226270334, 0.14300288900216476, 0.14402218758486954]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7357683524757648, 0.2219712667801832]","[190, 119, 177, 118, 56, 15, 31, 188, 60, 131, 110, 134, 12, 41]","[0.0744819533275892, 0.07618809441514016, 0.07764940467120171, 0.08911638962477512, 0.09354275548652181, 0.11378891496046283, 0.12817403574674166, 0.1320889916279445, 0.1380789553951965, 0.14048565949932082, 0.15525760612571646, 0.1556506863706508, 0.15929488981353618, 0.1654005601273934]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.144512202161592, 0.9750084580194078]","[49, 68, 29, 194, 76, 88, 2, 19, 113, 117, 129, 16, 124, 165]","[0.08866081455681739, 0.09646958639551659, 0.11595416502673295, 0.11959452022014636, 0.12245668035640371, 0.14486104779372874, 0.1466572662508085, 0.15211341421040717, 0.18057839895430178, 0.19772063572346268, 0.222985666595019, 0.22467274417341926, 0.24727561921523974, 0.27849592796696404]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9745710807732118, 0.33198540058567305]","[151, 83, 186, 46, 12, 175, 66, 166, 149, 43, 188, 122, 119, 60]","[0.025355884814941707, 0.04036021978361128, 0.04499160315353929, 0.10619425053536191, 0.1151554262159197, 0.11807378056603082, 0.1315332089465497, 0.13640030626131883, 0.15885418379431276, 0.16076484458429985, 0.18049874958054352, 0.1821311394566196, 0.18706552019581876, 0.1896326022904835]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.658269010261664, 0.9268962408645461]","[143, 159, 193, 161, 11, 85, 146, 92, 74, 187, 89, 163, 179, 125]","[0.03166591804337313, 0.06592939123686954, 0.07612837255691791, 0.07643407275022332, 0.08289930179253036, 0.09491745190586788, 0.10434466028818096, 0.10654543316487806, 0.11992449575557151, 0.1230722783326698, 0.13039625634609608, 0.13402593840429172, 0.14073854971042812, 0.14298228320445142]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7205752405883264, 0.386672555911845]","[65, 31, 59, 176, 56, 60, 87, 122, 169, 188, 43, 134, 18, 166]","[0.03019890571721966, 0.0448292595366305, 0.06059478792394531, 0.06921436123238554, 0.07196081325604947, 0.07456514852733086, 0.07917464743835644, 0.07923256251596805, 0.08340438910575075, 0.0870167019502818, 0.09919096215371329, 0.11716803348375635, 0.11732714898151259, 0.12382696339134242]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.1867242124648243, 0.20425174652532407]","[180, 123, 144, 162, 77, 154, 70, 183, 142, 62, 135, 26, 171, 84]","[0.050153816662122555, 0.07589647077570126, 0.08021598193412696, 0.08245416174315982, 0.08543742567503707, 0.09871350295923219, 0.09901215925108112, 0.10157997507679271, 0.10371289241450476, 0.10780171942811868, 0.11685826344680723, 0.11851002649624147, 0.1395534596974137, 0.1402372857238784]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8183300544905233, 0.36985460919037394]","[122, 166, 60, 188, 176, 149, 87, 59, 41, 56, 175, 18, 169, 31]","[0.022765335898353375, 0.02471042324296202, 0.037728301896992784, 0.03803372055278503, 0.05403318605894222, 0.06737568002605863, 0.06843676283353956, 0.09815259775321952, 0.09919096215371329, 0.10374548940683302, 0.10575722171827616, 0.1082794402469059, 0.10966548605928937, 0.11846167150701552]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.575966104262443, 0.12993008547017193]","[13, 73, 136, 15, 103, 99, 177, 6, 118, 63, 4, 190, 110, 10]","[0.02757754680060398, 0.04686382124087342, 0.047439489284602954, 0.07073184594752467, 0.07491801321394533, 0.10321086421858315, 0.10732901532144191, 0.12421525641062471, 0.12472198955270036, 0.12532094278696335, 0.12977767807563728, 0.13443738989175916, 0.13550314220515244, 0.13742677756180294]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.42709143882565614, 0.06718233861308975]","[120, 72, 58, 109, 93, 30, 63, 4, 13, 10, 172, 73, 99, 140]","[0.026912761620767663, 0.03982561694869649, 0.05289119528802413, 0.06349343170046694, 0.10279454075137738, 0.11247478277975949, 0.12393443973625916, 0.13073074496429665, 0.13577581420933005, 0.13592212044398533, 0.14043958001854126, 0.1412939693607579, 0.14634382246385996, 0.15885966226656048]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9314722642080507, 0.23493020568375234]","[12, 83, 39, 119, 151, 131, 186, 198, 166, 188, 43, 60, 175, 37]","[0.042466719416524204, 0.06742303738528695, 0.10619425053536191, 0.12494735909849457, 0.1278212100639776, 0.13006701012674926, 0.14996670420576202, 0.15855602312067218, 0.15964769856254055, 0.17305668308770017, 0.17608450891938962, 0.18599212989749406, 0.1950829113945894, 0.19613249390354678]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5369397512518059, 0.44448381707296014]","[197, 23, 121, 75, 33, 182, 138, 167, 57, 137, 141, 100, 50, 152]","[0.020514780814786915, 0.03355109509478289, 0.03493424465048376, 0.04669417788317589, 0.07126089184796287, 0.07309856605722936, 0.07698931052886662, 0.07863236866755731, 0.09435865791400225, 0.09566239064775392, 0.09622875748483578, 0.11805502596715892, 0.12207244351327368, 0.12499512312712473]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6070169034675859, 0.7422720900603909]","[163, 55, 187, 146, 32, 24, 53, 158, 92, 147, 159, 150, 200, 164]","[0.059116652753255186, 0.06180250201334313, 0.07465301135278118, 0.09045238410863839, 0.09158648987858058, 0.09908222387491548, 0.10632602043788215, 0.11115429363711447, 0.1286881395929839, 0.12958700184379476, 0.13280696954839488, 0.13380613244933476, 0.14093504480876817, 0.14604159930869737]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.23117483678930462, 0.9562914123854958]","[76, 194, 38, 113, 117, 19, 129, 68, 29, 78, 165, 155, 88, 132]","[0.03580584561167188, 0.03774821232198954, 0.08866081455681739, 0.11360104293845114, 0.12445313820994133, 0.14070750791625652, 0.14261626283233042, 0.18511314246258134, 0.1886932577052708, 0.20318841296862958, 0.20531190847395608, 0.21075950792189477, 0.22444895634312004, 0.22811857797710305]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4204171446756093, 0.408094757975612]","[79, 22, 167, 196, 181, 57, 152, 121, 47, 80, 23, 141, 197, 148]","[0.021781691386917868, 0.04750957557113347, 0.06466622024285043, 0.07197326545871725, 0.0964888827944288, 0.10790344329212714, 0.1086573675285831, 0.121581290308395, 0.12207244351327368, 0.12949831679400686, 0.1364110502709099, 0.1371494828666107, 0.13719130637439853, 0.14654098316865594]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.00011414504841489315, 0.05702376032672174]","[1, 189, 135, 154, 144, 180, 77, 183, 42, 104, 84, 140, 145, 62]","[0.05702387456926688, 0.07914958504977355, 0.12625335301920337, 0.14020270462211493, 0.1694586224435038, 0.19813120768845674, 0.23031686768926188, 0.23487731540764795, 0.23769601843794672, 0.25297577514855635, 0.2648752603365228, 0.27023658681727764, 0.28453619275457276, 0.29016538610241127]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7606156443941227, 0.5178644013662246]","[130, 18, 169, 64, 59, 95, 87, 86, 176, 100, 149, 115, 157, 41]","[0.02176432484924767, 0.055305876607691075, 0.05662809590035824, 0.058800257360286434, 0.07875822480155925, 0.0807397259328608, 0.09116827919405597, 0.0934174876726113, 0.1083300202630092, 0.11927498410133784, 0.1250718622407609, 0.13292172502091218, 0.13625337482106492, 0.13716608272695197]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5471509845192584, 0.6544011940217751]","[8, 55, 24, 14, 36, 107, 48, 32, 105, 5, 150, 69, 182, 82]","[0.044161241644485254, 0.05300524010990847, 0.0695127783211632, 0.07404284748711149, 0.0910807986307072, 0.09193772590331653, 0.10632602043788215, 0.10938947492492496, 0.11470396395778809, 0.11727334724255095, 0.12114881072153037, 0.1347753958572403, 0.13816733949874935, 0.14239936798601122]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.1313931890434522, 0.4460430670459983]","[127, 96, 178, 185, 170, 98, 101, 199, 20, 97, 90, 171, 145, 26]","[0.020072022109827607, 0.03091049637314075, 0.03125775775905474, 0.042470133052443404, 0.06031974997225708, 0.06954165925669696, 0.08602862518484346, 0.11743576517118073, 0.11943139992282344, 0.12093168630180477, 0.12131016638058323, 0.12200180328697824, 0.12714324231972393, 0.13053090980525764]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5922439633380207, 0.682261178593912]","[24, 53, 48, 8, 32, 158, 163, 14, 187, 150, 200, 107, 36, 146]","[0.045296711098088124, 0.05300524010990847, 0.06180250201334313, 0.09713107958096866, 0.10782970350084917, 0.11248607925094214, 0.12052767457866227, 0.12276854666722105, 0.13501258222938065, 0.13701602163855517, 0.13763468735204346, 0.13806273778853867, 0.14402218758486954, 0.15133287567505618]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7300619253769087, 0.3153398042742269]","[31, 60, 188, 41, 65, 37, 122, 119, 43, 134, 176, 118, 166, 59]","[0.04111275100648729, 0.06602793147981477, 0.06892369091258368, 0.07196081325604947, 0.08559196588437319, 0.09354275548652181, 0.09708773519373644, 0.10220635157962096, 0.10374548940683302, 0.11040240415080427, 0.11136929175953858, 0.11729384304236971, 0.12448194973397482, 0.12606317996524827]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
