POS,NN,Ndist,Nweight
"[0.41501860614311814, 0.03127989392402286]","[5, 22, 31, 19, 30, 12, 32, 35, 23, 16, 4, 38, 1, 36]","[0.028369694386655625, 0.10552132970413787, 0.16114585898320097, 0.17830716768008406, 0.18914524542986047, 0.27811384297691316, 0.2870643049177119, 0.28937573885129175, 0.38463278035611553, 0.38636863449306375, 0.40487315896610876, 0.41227957983971053, 0.41619571743216527, 0.4168836311802867]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5064313888036907, 0.29394129729657403]","[16, 4, 38, 36, 19, 31, 6, 47, 41, 5, 32, 13, 11, 22]","[0.1169713177534541, 0.13611854542169588, 0.1371727165414503, 0.16930969596191348, 0.18852975643456304, 0.2029619461504745, 0.2038879241809398, 0.22451845966115141, 0.23785602161566372, 0.25028410919751737, 0.2747386759936647, 0.27506018611499883, 0.27811384297691316, 0.286971645484543]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7662034932795957, 0.38436562876646807]","[33, 47, 41, 45, 26, 10, 8, 14, 34, 20, 38, 15, 12, 16]","[0.04682215321478533, 0.06314497603225358, 0.09737981228658323, 0.11087056917416803, 0.1460527940211601, 0.15358978002989315, 0.19658157590663286, 0.19709078419423262, 0.2295796951773331, 0.25184822375657856, 0.25324466748657876, 0.2588526602713194, 0.27506018611499883, 0.27575144044285055]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.889196898945564, 0.2303610854017214]","[26, 20, 45, 41, 34, 48, 44, 47, 13, 23, 33, 10, 19, 12]","[0.05620504677493622, 0.0973331023397431, 0.10364776398242273, 0.15654863984355774, 0.18021218324368615, 0.18540536846677877, 0.1891282147691155, 0.1926673898500216, 0.19709078419423262, 0.20131022413200717, 0.2324002664658786, 0.32083505307139004, 0.33743138098039105, 0.38801015334493877]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6962665718851436, 0.6335914836760367]","[8, 37, 18, 10, 43, 28, 33, 13, 46, 50, 38, 4, 47, 16]","[0.0659415510579117, 0.08883683861393632, 0.1332628107590737, 0.13628896353509698, 0.1665420466888251, 0.2019872926231767, 0.21630200535991945, 0.2588526602713194, 0.26038745856780054, 0.26474039939228966, 0.27059808475195446, 0.29025957714422895, 0.3004999308306283, 0.3031092787673151]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4916437321590189, 0.4099741132924759]","[4, 38, 36, 12, 6, 21, 43, 37, 47, 8, 13, 31, 41, 33]","[0.019172382441359458, 0.032921178134623565, 0.06764671231470727, 0.1169713177534541, 0.12116068934678459, 0.19978002717165202, 0.23297435056309476, 0.24173845386897697, 0.24731427648139218, 0.25745260267084064, 0.27575144044285055, 0.2786198748432105, 0.2798630988852241, 0.280824050711408]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.19068525357001753, 0.678153571904773]","[3, 27, 42, 21, 7, 25, 49, 40, 29, 39, 9, 6, 36, 43]","[0.16878834061076356, 0.1799530666533284, 0.20734552073800386, 0.21053928061879948, 0.22417986398534998, 0.249683728706576, 0.26171931280624733, 0.2668861353240385, 0.2695401027695599, 0.2901644991333863, 0.29097072637873883, 0.2934292109582604, 0.33622173168526237, 0.34131706973305215]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8247236111323375, 0.6690564776736899]","[28, 15, 10, 46, 50, 8, 37, 33, 13, 43, 24, 34, 45, 47]","[0.11235102101122585, 0.1332628107590737, 0.13729656725652029, 0.14013097419214374, 0.15286961060185042, 0.1645270962327494, 0.22160966693214815, 0.24402388386662754, 0.2906432239791828, 0.2963316388715651, 0.3028289631507928, 0.33942766173787436, 0.34053844577019377, 0.3482924282440188]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5713928310711509, 0.11695689097837014]","[22, 5, 11, 12, 31, 23, 41, 47, 48, 16, 26, 38, 4, 13]","[0.12216874669686952, 0.16269117972204553, 0.17830716768008406, 0.18852975643456304, 0.23659257945673934, 0.23734135640862167, 0.24422755214840852, 0.2677502359004976, 0.2743688463594176, 0.3036758326735453, 0.3043194007858401, 0.3183720852987364, 0.3225089133789685, 0.3308453221000963]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9830259397727018, 0.25624242826754284]","[14, 34, 45, 26, 44, 41, 48, 13, 47, 33, 23, 10, 46, 8]","[0.0973331023397431, 0.12021061183280629, 0.14105782810002376, 0.14237394039485782, 0.18274977639865872, 0.2410841942331167, 0.2503599006542256, 0.25184822375657856, 0.26756341878283246, 0.2741462559756431, 0.27606582392489526, 0.33906722257963917, 0.36570895435012196, 0.4240867617456772]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.370719830225382, 0.5690007437599865]","[6, 36, 43, 4, 16, 38, 17, 37, 12, 40, 7, 8, 39, 15]","[0.11681106281418362, 0.13753356129077926, 0.17415865048776097, 0.18402762873898992, 0.19978002717165202, 0.20148452762773147, 0.21053928061879948, 0.2432894612214161, 0.30671701325572504, 0.32101169868324914, 0.3225801301205027, 0.32443890819211907, 0.3267936741078505, 0.3318925197834239]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.517754081735191, 0.007193111710535494]","[11, 5, 19, 31, 23, 12, 30, 48, 41, 32, 47, 35, 16, 26]","[0.10552132970413787, 0.11145324579826121, 0.12216874669686952, 0.24294730474992188, 0.28470873486372833, 0.286971645484543, 0.2907610630868773, 0.32338948983327287, 0.36192832775470146, 0.3760030165718777, 0.38875531559645127, 0.39178652272743936, 0.40362641835036145, 0.40932290079653505]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7991809556347104, 0.05029738475682144]","[48, 44, 14, 26, 19, 41, 20, 22, 45, 47, 13, 5, 34, 12]","[0.03886534543249944, 0.19770867770864062, 0.20131022413200717, 0.2125173738540523, 0.23734135640862167, 0.24542357556021277, 0.27606582392489526, 0.28470873486372833, 0.28762363170354355, 0.29335550597985766, 0.335691978872108, 0.3800396953547441, 0.38017850361336364, 0.38087355513008286]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8782398532061706, 0.967119210596273]","[50, 28, 18, 46, 15, 37, 8, 10, 43, 40, 33, 29, 13, 7]","[0.1670286549717326, 0.19122721370407356, 0.3028289631507928, 0.35484549602111687, 0.3799408108367952, 0.43839783743664457, 0.43941773011270013, 0.43990505182576545, 0.47804065697642456, 0.5303533769461988, 0.5467369037924236, 0.5501241383403902, 0.5934255497373401, 0.597462386787107]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.19063134790925573, 0.9278372947923469]","[7, 3, 29, 40, 27, 42, 2, 17, 21, 43, 49, 6, 37, 9]","[0.10741947301835676, 0.11010741781462198, 0.14203366384698268, 0.16739394807629365, 0.18476160785704016, 0.20209653073253586, 0.20383269322801567, 0.249683728706576, 0.40149163356130535, 0.44500608134142666, 0.48645459878886277, 0.5110609736552365, 0.5177603221471091, 0.5269080268960548]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8406736419706241, 0.2587248089851425]","[14, 45, 41, 47, 20, 13, 33, 34, 48, 23, 44, 10, 19, 12]","[0.05620504677493622, 0.07542523099329557, 0.10121781886581302, 0.13653651186746926, 0.14237394039485782, 0.1460527940211601, 0.18544845749955594, 0.19420052331707036, 0.20657802303786144, 0.2125173738540523, 0.24107457116467068, 0.2815327260926958, 0.3043194007858401, 0.3360923754730203]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.05776002445812756, 0.7994548071148433]","[42, 3, 17, 25, 2, 7, 29, 40, 49, 9, 21, 39, 6, 43]","[0.030339522376691595, 0.08108089334037555, 0.1799530666533284, 0.18476160785704016, 0.20869737615683673, 0.24323892435865238, 0.2943217232812101, 0.30924559978334976, 0.3338420068978862, 0.38295220346384157, 0.38865526542508333, 0.3932932364129085, 0.4723207670397537, 0.498347850939501]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8343668726795802, 0.780992885642663]","[50, 18, 24, 46, 15, 10, 8, 37, 43, 33, 13, 34, 45, 47]","[0.0696049615984482, 0.11235102101122585, 0.19122721370407356, 0.2012076952009838, 0.2019872926231767, 0.24885670143231875, 0.2547369262058665, 0.27658813707533686, 0.33566814394238953, 0.35569338771567777, 0.4024418308133007, 0.43611003355765005, 0.45121533939437275, 0.4589840873333122]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.33128911260345284, 0.9081153553078654]","[40, 7, 25, 3, 17, 27, 42, 43, 21, 2, 37, 15, 6, 36]","[0.029013300731934047, 0.052096943477530584, 0.14203366384698268, 0.2136546556052312, 0.2695401027695599, 0.2943217232812101, 0.3191972098470889, 0.3337930589239686, 0.341399328144402, 0.34379538109140306, 0.39837262754232694, 0.4566967285622342, 0.45809280509399003, 0.47209194872238264]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.22701243234403656, 0.010553039793410601]","[35, 11, 5, 31, 1, 32, 22, 19, 12, 39, 9, 6, 16, 36]","[0.10108465876337447, 0.18914524542986047, 0.19832852616706495, 0.20062205064597763, 0.22725758752489889, 0.24407428536763218, 0.2907610630868773, 0.36044366907248804, 0.3979746948232781, 0.4207398866154978, 0.43775035921872757, 0.4670112366347715, 0.47913142121646835, 0.4842702116215131]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.34201569187189784, 0.17494117045789803]","[32, 5, 11, 30, 12, 19, 22, 35, 16, 6, 36, 4, 38, 39]","[0.1337277072973602, 0.13903348258341255, 0.16114585898320097, 0.20062205064597763, 0.2029619461504745, 0.23659257945673934, 0.24294730474992188, 0.2682967286336654, 0.2786198748432105, 0.27983057809816425, 0.2882876820464312, 0.29423807925548473, 0.31001144827751714, 0.3451203309052676]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2345368937209843, 0.2545113133950804]","[31, 39, 9, 30, 6, 35, 5, 12, 36, 11, 49, 16, 4, 38]","[0.1337277072973602, 0.21250394357661617, 0.2357371184879562, 0.24407428536763218, 0.2445391727641661, 0.262261634352627, 0.26872519383798393, 0.2747386759936647, 0.27871190835313414, 0.2870643049177119, 0.2895265334111392, 0.30045400400650224, 0.3096480799596684, 0.33309833452964976]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7716896340822106, 0.4308652663001383]","[13, 47, 10, 45, 41, 8, 26, 15, 34, 14, 18, 37, 38, 46]","[0.04682215321478533, 0.1059580827900953, 0.10684083480896608, 0.13568662037245102, 0.14401073228638855, 0.15674822572953337, 0.18544845749955594, 0.21630200535991945, 0.23060640074245115, 0.2324002664658786, 0.24402388386662754, 0.25130889527376854, 0.25445825269345684, 0.26503077537508196]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9956230114848678, 0.37579118393440947]","[20, 45, 14, 26, 13, 33, 46, 10, 41, 47, 44, 18, 8, 48]","[0.12021061183280629, 0.13986925813679557, 0.18021218324368615, 0.19420052331707036, 0.2295796951773331, 0.23060640074245115, 0.2483115199820548, 0.25958447016864167, 0.26577763505726165, 0.27153068536120867, 0.301874146498794, 0.33942766173787436, 0.356502194208317, 0.359970924588174]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.12606068920846314, 0.0157351045553622]","[30, 1, 32, 31, 11, 5, 22, 39, 9, 19, 49, 12, 6, 36]","[0.10108465876337447, 0.1270389345007306, 0.262261634352627, 0.2682967286336654, 0.28937573885129175, 0.2964117474504339, 0.39178652272743936, 0.39346440468078736, 0.4056897613476568, 0.4566908873873816, 0.4592228046583227, 0.4712542358325526, 0.5042380262991523, 0.5313128825343619]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.43546788969377925, 0.4476616763645206]","[6, 4, 16, 38, 21, 12, 43, 37, 32, 8, 31, 47, 15, 17]","[0.05750171980378723, 0.057865047319825974, 0.06764671231470727, 0.08350675330792134, 0.13753356129077926, 0.16930969596191348, 0.21406005092836222, 0.2452534149841511, 0.27871190835313414, 0.2860722335618969, 0.2882876820464312, 0.31286175563005997, 0.3202902525517281, 0.33622173168526237]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.608223211290801, 0.6217445199226892]","[43, 15, 8, 10, 38, 18, 4, 16, 21, 36, 33, 28, 13, 6]","[0.08043482271708456, 0.08883683861393632, 0.10238416008123927, 0.20219871074074536, 0.21161763310466603, 0.22160966693214815, 0.22588675545803322, 0.24173845386897697, 0.2432894612214161, 0.2452534149841511, 0.25130889527376854, 0.27658813707533686, 0.28514295969533626, 0.2856494910574817]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5172314430012068, 0.4306881912016708]","[4, 16, 36, 12, 6, 21, 43, 37, 8, 47, 13, 33, 41, 15]","[0.027004094413099852, 0.032921178134623565, 0.08350675330792134, 0.1371727165414503, 0.14075631774615432, 0.20148452762773147, 0.20948756382012595, 0.21161763310466603, 0.22454001058045234, 0.23089232169037627, 0.25324466748657876, 0.25445825269345684, 0.267341396162679, 0.27059808475195446]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.08677375479769744, 0.4072332201771498]","[9, 49, 32, 17, 6, 21, 31, 36, 27, 35, 4, 42, 16, 1]","[0.025240766643834345, 0.07715751179376582, 0.21250394357661617, 0.2901644991333863, 0.2948741274025302, 0.3267936741078505, 0.3451203309052676, 0.35102999840557936, 0.3932932364129085, 0.39346440468078736, 0.40409242490367386, 0.4042613800811642, 0.4048792549188296, 0.4163755277841649]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3535890157644834, 0.8895550229194004]","[29, 7, 25, 3, 17, 43, 27, 21, 42, 37, 2, 15, 6, 36]","[0.029013300731934047, 0.06711343572934059, 0.16739394807629365, 0.2297169198801067, 0.2668861353240385, 0.3056861892373482, 0.30924559978334976, 0.32101169868324914, 0.335398054384348, 0.3695416607727556, 0.37043661405378153, 0.42772098486141313, 0.43781814679928227, 0.4494150417213476]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7442458240850331, 0.2894936697663908]","[47, 13, 26, 45, 33, 14, 12, 20, 19, 23, 10, 48, 34, 38]","[0.048296600469365625, 0.09737981228658323, 0.10121781886581302, 0.1259092681085276, 0.14401073228638855, 0.15654863984355774, 0.23785602161566372, 0.2410841942331167, 0.24422755214840852, 0.24542357556021277, 0.25084996258957243, 0.25517730283908646, 0.26577763505726165, 0.267341396162679]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.02844278626384633, 0.8072641708985038]","[27, 3, 2, 25, 17, 7, 29, 40, 49, 9, 39, 21, 6, 43]","[0.030339522376691595, 0.10572924036242419, 0.1948232324695697, 0.20209653073253586, 0.20734552073800386, 0.26882199577619836, 0.3191972098470889, 0.335398054384348, 0.34111930178894795, 0.39227419631686167, 0.4042613800811642, 0.41704080799705745, 0.49821104212848893, 0.5286254869388994]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5298401384301223, 0.639795962924465]","[37, 15, 21, 8, 38, 36, 4, 16, 6, 10, 18, 40, 33, 29]","[0.08043482271708456, 0.1665420466888251, 0.17415865048776097, 0.180369129118664, 0.20948756382012595, 0.21406005092836222, 0.21438118793596192, 0.23297435056309476, 0.24106584127900796, 0.2813403536459017, 0.2963316388715651, 0.3056861892373482, 0.319598520865, 0.3337930589239686]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9954736745615336, 0.07391707437405204]","[48, 20, 14, 23, 26, 45, 34, 41, 47, 13, 33, 19, 22, 10]","[0.15896759295529428, 0.18274977639865872, 0.1891282147691155, 0.19770867770864062, 0.24107457116467068, 0.28884041825514767, 0.301874146498794, 0.3310418422737449, 0.3741150235138585, 0.3859314977420132, 0.42129717361092445, 0.4262592962374519, 0.482356814571629, 0.505086183596274]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8632210070556307, 0.3307010675577817]","[26, 14, 13, 41, 33, 47, 34, 20, 10, 48, 23, 44, 8, 46]","[0.07542523099329557, 0.10364776398242273, 0.11087056917416803, 0.1259092681085276, 0.13568662037245102, 0.13605845037415337, 0.13986925813679557, 0.14105782810002376, 0.21743397237880607, 0.2796763939395395, 0.28762363170354355, 0.28884041825514767, 0.29050827102747206, 0.3048488759992866]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9563482986352915, 0.6209770478955721]","[18, 10, 50, 28, 34, 15, 33, 8, 13, 45, 37, 24, 20, 47]","[0.14013097419214374, 0.18569679047065296, 0.18898476758390956, 0.2012076952009838, 0.2483115199820548, 0.26038745856780054, 0.26503077537508196, 0.2665787291288665, 0.30354573076563596, 0.3048488759992866, 0.3481259333228731, 0.35484549602111687, 0.36570895435012196, 0.36668720542356037]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7272210459196193, 0.3346901137118604]","[41, 13, 33, 45, 26, 14, 10, 12, 38, 8, 16, 4, 20, 19]","[0.048296600469365625, 0.06314497603225358, 0.1059580827900953, 0.13605845037415337, 0.13653651186746926, 0.1926673898500216, 0.21115731686843284, 0.22451845966115141, 0.23089232169037627, 0.23516548338906856, 0.24731427648139218, 0.25506185180723323, 0.26756341878283246, 0.2677502359004976]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8380014471640194, 0.052164069789266354]","[23, 44, 14, 26, 20, 41, 19, 45, 47, 22, 13, 34, 33, 12]","[0.03886534543249944, 0.15896759295529428, 0.18540536846677877, 0.20657802303786144, 0.2503599006542256, 0.25517730283908646, 0.2743688463594176, 0.2796763939395395, 0.30346871798329034, 0.32338948983327287, 0.33987177283333353, 0.359970924588174, 0.3844630707791879, 0.4103595147455365]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.03707655394211018, 0.4662541474260886]","[9, 39, 17, 32, 27, 42, 6, 21, 3, 36, 31, 4, 16, 35]","[0.05620979417813056, 0.07715751179376582, 0.26171931280624733, 0.2895265334111392, 0.3338420068978862, 0.34111930178894795, 0.34136756939494284, 0.3491055698026553, 0.38107035243153126, 0.39882494453353134, 0.4217239955129795, 0.4547183259826317, 0.45803794794117597, 0.4592228046583227]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.900843059147201, 0.8016270154242545]","[28, 18, 24, 46, 15, 10, 8, 37, 33, 43, 34, 13, 45, 47]","[0.0696049615984482, 0.15286961060185042, 0.1670286549717326, 0.18898476758390956, 0.26474039939228966, 0.28743072419358523, 0.31152540685604785, 0.3434881184952011, 0.39261289054180604, 0.40476222246374793, 0.4362561114136719, 0.43844598013050134, 0.4724263616454068, 0.4981713296226194]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
