POS,NN,Ndist,Nweight
"[0.6198601414116816, 0.9147739227308302]","[387, 312, 568, 308, 417, 746, 86, 711, 501, 685, 631, 716, 481, 996]","[0.01579688413744858, 0.016440626156826767, 0.016557428042736622, 0.022974773051029605, 0.027625221661791387, 0.03233808030738872, 0.036173504818325965, 0.05382880118009862, 0.05597664571695747, 0.05854474409922214, 0.06348112659767828, 0.06390811193634009, 0.06617262027636218, 0.06714394220591732]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4327843885484872, 0.9853937925870948]","[67, 6, 384, 320, 725, 311, 869, 143, 767, 476, 594, 579, 549, 117]","[0.013094441796317862, 0.020126320181923146, 0.0223597757196102, 0.025129663505496166, 0.03826395149709059, 0.052097352836984565, 0.05245632332919449, 0.0541828809202816, 0.05746277915527289, 0.06177983258925267, 0.06221263642851907, 0.06244093663127529, 0.06609324455981735, 0.06771375672799847]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.838907867009487, 0.5061156631695841]","[747, 524, 230, 412, 235, 530, 997, 271, 169, 956, 696, 44, 945, 181]","[0.00575830164543882, 0.015036701307073366, 0.018620255311633516, 0.029717440557956398, 0.042448966775293806, 0.04507855336025016, 0.0460597402962995, 0.046491446261321095, 0.05061778814131404, 0.052607475897129885, 0.052814043553657306, 0.05433495063869978, 0.05640913820017699, 0.05662376634001692]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.08493064038824494, 0.20072055699367186]","[955, 566, 734, 604, 652, 783, 157, 264, 38, 379, 339, 630, 986, 911]","[0.024068316916537158, 0.024304204614349484, 0.027471877256720872, 0.032163215388823295, 0.036094963225394426, 0.04057310785801246, 0.04236675792490693, 0.042684087417606174, 0.04594219191331405, 0.04764338525286643, 0.04998024757112279, 0.05182910010022316, 0.05648038479554159, 0.06294870942224305]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7036490636090564, 0.7695503062330629]","[897, 921, 692, 792, 136, 40, 385, 172, 284, 261, 75, 649, 623, 418]","[0.02923539550160746, 0.04399604588982828, 0.044703325369430835, 0.051481427287573864, 0.05393376756966418, 0.05703016886360647, 0.06133293438678382, 0.062214310498819564, 0.062496165999712264, 0.06425652114821152, 0.06786399649400778, 0.06802327068315399, 0.06837490007831601, 0.07671730842175349]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2463092767173516, 0.5200703999247508]","[675, 840, 344, 816, 879, 934, 562, 702, 43, 642, 668, 999, 768, 224]","[0.010623613153491189, 0.011749384038653329, 0.017080236972540574, 0.019015981533026895, 0.021969910322929394, 0.02243630006821448, 0.027109764742018438, 0.03103705278922526, 0.03542170959629783, 0.03561850701597098, 0.03929572296305515, 0.04633012530332447, 0.055930027874442505, 0.05643160772506344]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8816903661459934, 0.953525858831022]","[758, 187, 553, 807, 464, 130, 779, 874, 737, 830, 275, 420, 833, 133]","[0.01260786497865134, 0.01803510770353987, 0.032919969645189784, 0.03569019216042721, 0.06007886944036158, 0.06597570178667214, 0.06615207993434709, 0.06937672891811611, 0.07010534300605116, 0.07133724105967945, 0.07307446849560703, 0.07890650475217295, 0.07946787828338234, 0.08277341859925554]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4091954151316878, 0.034976176932849934]","[735, 899, 504, 971, 358, 973, 743, 468, 908, 574, 904, 766, 199, 544]","[0.014558926384343718, 0.01590451673347034, 0.021800482132745776, 0.022218970247214923, 0.03329647718019228, 0.037752761010596984, 0.04477245900280015, 0.050131666295693086, 0.05963593101706124, 0.06363117587678457, 0.06442987839477322, 0.06784181865375007, 0.07665267084172936, 0.07681563031976599]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7477910516987583, 0.9285848423339007]","[163, 497, 85, 885, 111, 528, 917, 328, 145, 133, 383, 996, 673, 833]","[0.042029231629670004, 0.04400248753814453, 0.04733352205954224, 0.05163343306431912, 0.05345991129132982, 0.053714026307059654, 0.054397712958397286, 0.05855906333538173, 0.059200157514777, 0.06110785115429662, 0.06203340706262987, 0.062379862344731044, 0.06355082945286372, 0.06544962830902604]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5354834539741755, 0.022495615597052265]","[795, 665, 474, 984, 78, 828, 199, 544, 322, 819, 574, 682, 743, 693]","[0.020650710633275605, 0.024015931021884922, 0.029739336981300168, 0.030816569156688258, 0.037668672738557875, 0.050724956343334404, 0.05087616091943266, 0.05284639871349326, 0.057910690133635444, 0.06280400550046472, 0.06794956900118733, 0.08788244086778489, 0.08971340425530493, 0.09049846195187657]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.47939996970822796, 0.7446543836570736]","[689, 273, 740, 542, 391, 237, 847, 341, 377, 538, 432, 703, 419, 694]","[0.015460394256514296, 0.03323756087717542, 0.046446473273204, 0.047911568880890314, 0.050691557325326236, 0.05277404646018112, 0.05294409074856448, 0.06986670012346631, 0.07334443712412239, 0.07524911466196867, 0.07671636697652762, 0.08305396148345257, 0.08421049928248742, 0.08568701096868407]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0859817824763256, 0.8905254521832169]","[369, 647, 81, 71, 798, 53, 559, 134, 479, 48, 925, 115, 518, 125]","[0.010586453423823017, 0.027612969044028837, 0.042394321974632936, 0.0490614163991103, 0.04998157021730574, 0.05002876338610666, 0.056198258973005386, 0.056780665351229755, 0.064966248776355, 0.06682452629806838, 0.06868877565881043, 0.06889790932319802, 0.07433098634013083, 0.07626897479885049]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4900009261770317, 0.5089169825496879]","[404, 103, 229, 981, 112, 438, 713, 742, 276, 759, 560, 184, 426, 825]","[0.006615404431308058, 0.03550301725377021, 0.03677949355524562, 0.037336041204310326, 0.0431796609191099, 0.044656246935385675, 0.046225697373558715, 0.048341159803322854, 0.04861650000673337, 0.05780864816372121, 0.05945058858844852, 0.061397412492837436, 0.06304415473648745, 0.06701801135468322]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.02175598380668531, 0.9502575715206887]","[314, 925, 479, 596, 877, 919, 213, 2, 518, 567, 369, 936, 33, 441]","[0.0056594414798697935, 0.020575181447084603, 0.02586876024168572, 0.029344577083167657, 0.04373397630223829, 0.04566336479248019, 0.05272568637588592, 0.05429209907911238, 0.060945623644499285, 0.06272393492253478, 0.08243812324639238, 0.0834227813904564, 0.08770906050858794, 0.08993452241195887]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8393281449047088, 0.5782711216544912]","[475, 898, 222, 569, 660, 873, 956, 975, 477, 271, 628, 530, 680, 166]","[0.015417237492064927, 0.023175261592579814, 0.029544902902200527, 0.031425180165240055, 0.038839109035301696, 0.04267250787227604, 0.04625285566144557, 0.05048765289288685, 0.05158455493846337, 0.0564205235284952, 0.0583546675065593, 0.06174978338971049, 0.06511506236091878, 0.06577656248619501]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9790097282474726, 0.8838106295143471]","[352, 202, 452, 98, 841, 601, 282, 611, 732, 8, 779, 874, 608, 371]","[0.03242705508071352, 0.035188945813686694, 0.03690937265769165, 0.03850246542497648, 0.040645668106607025, 0.04428153099662365, 0.052299932267538256, 0.05843103617300611, 0.05912086537278022, 0.061631168069757575, 0.062426627551688235, 0.06316022594315715, 0.06641398853392837, 0.07437948891847246]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.12933300517540025, 0.21251525915642988]","[604, 911, 960, 267, 734, 652, 339, 582, 264, 431, 41, 25, 157, 135]","[0.019659575037178943, 0.01984227273919976, 0.0212623145241733, 0.0238148162137395, 0.02593598709821092, 0.026181464115671033, 0.029071925066191547, 0.030477871472767554, 0.03163973802328677, 0.041891308955773754, 0.042223637835333484, 0.04594219191331405, 0.047956156353263765, 0.048252596822927804]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.20780489736325491, 0.18192139973408228]","[168, 856, 500, 392, 342, 657, 101, 532, 207, 41, 267, 911, 257, 896]","[0.0031877112887362118, 0.004092575963408568, 0.01645057485656678, 0.023750982691601728, 0.02527973723160643, 0.03457615018779283, 0.044314091502509284, 0.04438131902104485, 0.04912526961593689, 0.05683350585216818, 0.06279832111022916, 0.06438458645590911, 0.06456999400980025, 0.06595321886051213]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6577220126043889, 0.7357398618907278]","[136, 589, 418, 623, 540, 688, 948, 177, 792, 129, 26, 284, 639, 437]","[0.00906468553838704, 0.028626015243489282, 0.038558046264210374, 0.0411674463143274, 0.043871464739930074, 0.0441464934715302, 0.04979819017617021, 0.051005553705116474, 0.052179988203226606, 0.053497936156347715, 0.05703016886360647, 0.06364399978969291, 0.07639732820710383, 0.07873313797999795]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.15123844308126833, 0.1764183426371264]","[257, 339, 264, 911, 652, 267, 274, 532, 604, 500, 38, 720, 960, 168]","[0.015866141758207938, 0.020640771226216957, 0.028648289612024366, 0.02887299403800031, 0.03452735823533838, 0.036472049086008776, 0.036878369061388694, 0.03756418625162908, 0.04017038313872588, 0.04118848406417874, 0.042223637835333484, 0.0451005879446832, 0.046024598118209525, 0.05416135532661241]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2662268023853098, 0.693295129590737]","[632, 788, 411, 700, 254, 243, 152, 434, 651, 317, 50, 618, 555, 796]","[0.0012724532490724083, 0.018801719956812842, 0.020712391528735656, 0.03553125776665173, 0.03748604599119225, 0.04006835863878699, 0.0428818343046856, 0.045360972325055024, 0.04904444695735734, 0.052999397314760416, 0.056247809212858935, 0.056440333688811906, 0.06381274886754114, 0.0642996624403131]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.23654686877757836, 0.4860205408656899]","[344, 999, 675, 52, 486, 27, 816, 66, 840, 934, 702, 879, 201, 198]","[0.01910642890233106, 0.024907499155084157, 0.02578432669461385, 0.029678275133601596, 0.03254107762176829, 0.03542170959629783, 0.039480167250880736, 0.04377182849824565, 0.04401155320201538, 0.045740766982646675, 0.04955812087261852, 0.04966220046026632, 0.05434288360710749, 0.056881403873222484]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7859252795756093, 0.518162749527764]","[469, 530, 169, 875, 393, 235, 477, 696, 166, 24, 747, 786, 777, 724]","[0.015401893126743456, 0.018998275260192606, 0.02180025469294557, 0.02238757914941653, 0.023778271640008484, 0.034396667739362036, 0.03720533066237533, 0.048539090008244204, 0.05079867095495392, 0.05433495063869978, 0.055088044999908096, 0.055594171364993936, 0.058645614829929506, 0.06029691244291618]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5810175729554956, 0.36674858869481075]","[526, 797, 188, 603, 444, 845, 79, 329, 942, 408, 5, 517, 671, 193]","[0.01086370553916747, 0.03009455887858604, 0.03580247650262988, 0.04552892914601398, 0.0475792923308739, 0.050075516940682574, 0.05211015315562681, 0.058467860665347635, 0.06495457913580864, 0.0675528513987404, 0.07072845631208798, 0.07134863282909777, 0.07171922109388032, 0.07745406649861336]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0745940946291378, 0.03620186658942237]","[367, 153, 927, 192, 355, 12, 353, 454, 627, 335, 368, 436, 290, 1]","[0.012136027484439128, 0.025565156945296326, 0.027144601896768834, 0.03461636555864331, 0.03525983947419331, 0.04287122807431661, 0.0514665172290832, 0.054702302804730915, 0.060406379944695304, 0.06392025737266503, 0.06618904618662647, 0.07100676350962558, 0.07763873402516898, 0.0829147399326507]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3425592780594965, 0.614799603989122]","[80, 374, 644, 107, 487, 590, 11, 763, 400, 483, 317, 721, 224, 884]","[0.03473346226696591, 0.034964793410255136, 0.03817812094956915, 0.041960616723631175, 0.044610883481736405, 0.050879223847455655, 0.058576225446417725, 0.06317777366577622, 0.06710277718894482, 0.07246427678188957, 0.0749628592502144, 0.07912354338317287, 0.08084042898121012, 0.08350785439548378]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.15279250406243816, 0.8891672194696566]","[53, 559, 197, 167, 606, 605, 647, 310, 266, 13, 509, 71, 369, 33]","[0.02230311160112236, 0.02663771882845058, 0.027137800397448876, 0.034562911010540764, 0.03459020131875562, 0.037620599228387556, 0.039218487442132154, 0.04228161933044907, 0.05915023489241103, 0.059317813002661667, 0.059404258538517135, 0.06555362353281785, 0.06602933097402701, 0.06682452629806838]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7108640954039336, 0.12294646478261939]","[803, 158, 214, 194, 97, 802, 511, 561, 210, 88, 963, 552, 305, 686]","[0.019343156128818182, 0.021797640163576434, 0.02468238050427686, 0.03549893411520852, 0.03688312878401834, 0.040435469288286015, 0.04053700127694359, 0.040548188434091956, 0.042419126044857605, 0.04450119068924771, 0.04709593332473087, 0.04772478822003771, 0.0487278761327993, 0.04944324102880204]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.21114573920883795, 0.7046921695834585]","[618, 738, 152, 254, 977, 922, 176, 991, 411, 650, 974, 643, 750, 9]","[0.016413773375658393, 0.019574483587887055, 0.021237705237794648, 0.021800438110056608, 0.028317390453425566, 0.03181052036541296, 0.03815224060577721, 0.03931251904355734, 0.040559230951490784, 0.04106363716869005, 0.04232192747184861, 0.04455350356555256, 0.04536377767529733, 0.050440276707021524]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6563664538412142, 0.9851163086467744]","[924, 716, 83, 481, 962, 417, 528, 711, 312, 996, 22, 387, 170, 568]","[0.007712892283479943, 0.026393362831813014, 0.029504633802181227, 0.040531805752678035, 0.0467011703459147, 0.05865344692110835, 0.0666344323601433, 0.07065392501303001, 0.0761289846686178, 0.07690336624001233, 0.07925125931838724, 0.08534753608790362, 0.09216168843074413, 0.09323978786889857]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.23233165315663296, 0.4566431350548513]","[66, 486, 43, 201, 999, 198, 836, 344, 357, 858, 675, 793, 27, 816]","[0.026477030920002424, 0.027107980730339012, 0.029678275133601596, 0.030615824777710618, 0.03281504470101527, 0.037625646078754, 0.04562261192494412, 0.04814848302387992, 0.05190073014126283, 0.05329076250799398, 0.055461714480826915, 0.062031362112312846, 0.06494914848773262, 0.06573329882839958]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.1341333937334105, 0.876949757015395]","[559, 48, 647, 197, 71, 509, 605, 798, 33, 369, 134, 606, 81, 167]","[0.009927057085942445, 0.02230311160112236, 0.024571868203796917, 0.03849309204264404, 0.04367516865287487, 0.04729246948368598, 0.047313290361733706, 0.04920457430111995, 0.05002876338610666, 0.05216016546040159, 0.052340489841707034, 0.05264049695134146, 0.054267122584964016, 0.05493602383378154]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.01751955879663536, 0.5022028982367536]","[154, 722, 93, 607, 124, 331, 326, 171, 218, 920, 563, 361, 164, 804]","[0.016086266041886964, 0.01892640896429384, 0.02375144895010873, 0.024815927692400715, 0.03793730836304549, 0.04452987624207019, 0.05594378464297737, 0.05925408600691194, 0.060405449753526845, 0.06167532077007587, 0.0667184469544885, 0.07195348111882936, 0.07511463879641533, 0.08408198209082433]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3023422729185212, 0.11076570806917707]","[851, 59, 718, 533, 142, 260, 761, 414, 373, 659, 831, 664, 250, 350]","[0.032111456493125384, 0.04367056787686317, 0.044908090831161825, 0.046497014133189324, 0.049406521137234906, 0.05289304807908358, 0.05383038072978967, 0.05852903002296965, 0.06488465128053796, 0.06970086648859004, 0.07420338634096188, 0.07432212833850753, 0.0813768953778626, 0.0852360495600015]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4533133538047396, 0.27086232486263273]","[818, 578, 421, 92, 514, 697, 969, 396, 473, 258, 950, 862, 708, 529]","[0.00648553638483532, 0.026751161216652098, 0.035041290651486694, 0.0370039460413603, 0.042672915687617365, 0.04556291528448925, 0.056519299363189356, 0.057603603240235564, 0.057896843301217256, 0.06143486858193396, 0.06187421602089877, 0.06198646172143938, 0.06390955021470661, 0.06749783337163151]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
