POS,NN,Ndist,Nweight
"[0.8036783876853667, 0.4095847238271765]","[4944, 620, 4403, 1848, 1454, 392, 1553, 4287, 3889, 4136, 3671, 1922, 1810, 1305]","[0.012989495098983063, 0.014459300022832617, 0.01511391973478634, 0.015142433705463223, 0.0161896035378654, 0.016575236124964036, 0.018900309234655077, 0.019822123269629767, 0.020231517507322706, 0.02039793576045148, 0.02050309652998873, 0.021043826889622592, 0.021678401567809598, 0.02176898844843714]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8628920814967993, 0.7845451596950793]","[2375, 1412, 2212, 3582, 55, 1259, 4712, 2260, 3963, 1843, 2851, 3695, 3351, 2579]","[0.004250478826169239, 0.01320234616927865, 0.0156999459622762, 0.01582511878124326, 0.018822406665897604, 0.020644304582284938, 0.02134197247245208, 0.026758221030977924, 0.027551232873794962, 0.02799601259786979, 0.0282677414723546, 0.029236953192757965, 0.03068684493392082, 0.03342866291270616]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6712910183823405, 0.14993711869695636]","[2001, 3860, 725, 391, 4938, 1130, 2414, 3108, 3839, 240, 2315, 3413, 3909, 873]","[0.0036940662430291686, 0.005151803854569223, 0.005762166838084154, 0.008919127810542906, 0.009038813440892118, 0.023330219015681296, 0.024213615355508606, 0.025130518102289105, 0.02742896203713803, 0.027555575299157763, 0.029178123687657275, 0.029965417106715356, 0.03049413775535938, 0.030561594093859785]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.513193755333606, 0.742958507791162]","[953, 822, 2236, 3751, 2485, 4469, 2789, 2199, 979, 3126, 3696, 3947, 2079, 4967]","[0.00462272383474537, 0.013233854944649334, 0.01495767709748784, 0.016602852326907988, 0.018584726075511433, 0.01911884568977102, 0.022144750178074924, 0.022459311767530275, 0.023036660187684, 0.02660621432405037, 0.0272227320549147, 0.027452554764512447, 0.029567390946030087, 0.029942650021659602]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4603389627594414, 0.45668159578705003]","[937, 690, 4955, 3282, 185, 2609, 4844, 4994, 1855, 2299, 4277, 1435, 3124, 3612]","[0.008978559190520381, 0.009896834359591454, 0.01407447601147965, 0.018686825866793044, 0.020527681456204722, 0.022330962043283577, 0.02394232014257446, 0.023972508922817038, 0.025783562323322906, 0.027736655503581533, 0.02774360437283464, 0.02997010839289398, 0.03063621627149935, 0.031150245726201287]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3832460377939244, 0.28591566999667795]","[220, 984, 4772, 4203, 3853, 1915, 3092, 1251, 3434, 1330, 3002, 161, 2833, 1756]","[0.0031025621426617753, 0.0060209678429734405, 0.01336677349767268, 0.014453870229655096, 0.014984275593840055, 0.016635808221199123, 0.020354682050575893, 0.023229830721899342, 0.024863760008733395, 0.025535384093023826, 0.025936509550402997, 0.028597135013942065, 0.029878776894543095, 0.03068296907788198]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2425015716550768, 0.3761138859455113]","[2874, 3577, 3534, 2269, 3663, 3846, 1390, 2671, 2537, 1956, 2320, 1491, 3027, 4171]","[0.010789845401934938, 0.01112365710395851, 0.01119060073717302, 0.014655082861329605, 0.014829912115560884, 0.015044928075142579, 0.01781314006539587, 0.01929640501756173, 0.01994688712965314, 0.020521662659013538, 0.020853742403991772, 0.02228016698243017, 0.024301297985834414, 0.024751415507798278]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.12073109913637936, 0.5177205962876038]","[4932, 3312, 4642, 4648, 3893, 4008, 183, 1324, 2223, 3600, 779, 2958, 2461, 1007]","[0.004045330537104865, 0.005294350072698304, 0.006640928014493441, 0.01180383348605538, 0.012819883514849285, 0.012958915423205092, 0.014050578248456593, 0.01619223905543686, 0.020602218374310137, 0.02113216361607366, 0.023199423090548465, 0.024163919680376487, 0.02478687601582452, 0.03202463428374957]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5632032334365243, 0.3492246490000348]","[2075, 2543, 4581, 298, 1481, 4212, 2495, 3782, 4599, 484, 2654, 1897, 2078, 1467]","[0.002747367836231625, 0.005031249727061373, 0.009621569839653694, 0.011330943792757975, 0.012333865557911135, 0.019622429310932686, 0.021651032356820636, 0.021728728790293406, 0.025312270230785593, 0.02633502878409631, 0.02712237371083534, 0.02744672913890876, 0.02817121284188982, 0.028621953326236557]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4670558069809061, 0.4029234445780805]","[598, 4310, 3913, 3499, 2513, 4795, 2794, 4020, 4970, 3253, 3286, 757, 2205, 1176]","[0.008890265821698646, 0.01735137446115796, 0.021209398093539455, 0.02333428676579847, 0.024002457816752424, 0.024133278809076876, 0.024475239295031245, 0.025838788665045537, 0.027682686108644525, 0.027923067074446407, 0.029755197834602204, 0.0304855117445374, 0.031286183905031205, 0.031293568265101546]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9803560136110446, 0.350403000301616]","[4965, 2906, 82, 431, 4476, 3019, 500, 743, 4208, 2703, 639, 3552, 2154, 2090]","[0.0033043714508827365, 0.005206436903263489, 0.009080931169255088, 0.009439495935581264, 0.011790946898823549, 0.015724701945290322, 0.017159580185197833, 0.017427763285599567, 0.018406810961425452, 0.019901795253236487, 0.020494295399692476, 0.0213569692932504, 0.02347476417034286, 0.024414442368601363]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.39710959215388664, 0.31531481454663923]","[4131, 4201, 1251, 1477, 3002, 2833, 4772, 1190, 4743, 1150, 555, 1756, 2944, 4203]","[0.006619821620630414, 0.01673070563617452, 0.017576113159903466, 0.01882991664641214, 0.019530630186658068, 0.022379171265821656, 0.02371795781792325, 0.024915211068678375, 0.025198945141666824, 0.026227174037014172, 0.026359130969079977, 0.028979519259143428, 0.029906902841495712, 0.031062255600073422]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9209621074427721, 0.30144104194773147]","[2938, 2753, 4094, 2549, 3283, 3388, 2574, 807, 2770, 749, 906, 267, 2440, 605]","[0.006849434744621134, 0.007920190588660348, 0.020345008363130704, 0.022317993759792112, 0.025113990747160943, 0.02776400721798279, 0.027785300678206237, 0.03044019951058777, 0.03105442330980137, 0.031244898369123232, 0.032558971212369454, 0.03281095705946326, 0.03313786779785699, 0.0333171632114982]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5262133834334595, 0.7880635857520347]","[1605, 1248, 2634, 2130, 1913, 1505, 3510, 2199, 291, 4387, 4469, 3222, 979, 3126]","[0.0066358157101119005, 0.01401288597457749, 0.015691983977044216, 0.01671396754444627, 0.01742348296298892, 0.02432658111519078, 0.026808101349629403, 0.026869227249988102, 0.030268131579778423, 0.030960577213995293, 0.031085131058530766, 0.03215209420126947, 0.03267905274997441, 0.03331020182420648]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3943490620832407, 0.05063804885563172]","[301, 4332, 4444, 1152, 3410, 4567, 524, 4443, 2565, 122, 1707, 3661, 3838, 2571]","[0.0029378891153535786, 0.0069549210766735375, 0.009108772009655253, 0.012778406404504483, 0.0144780218792608, 0.017251199814173338, 0.01846258977841095, 0.01880175615812868, 0.018805978266428484, 0.024364867115140857, 0.025043250290755867, 0.0257423153323931, 0.02753655209779999, 0.02809761855861524]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.25511299232214024, 0.15446760372429413]","[2917, 521, 118, 1702, 3481, 388, 2095, 1441, 1453, 2341, 3974, 1909, 3139, 10]","[0.007637935344336595, 0.012949688509159092, 0.013053307260279512, 0.01546668799236352, 0.015937046188151442, 0.02235259315316288, 0.022912880721188914, 0.024722319812665705, 0.025298824678207, 0.025461729676582317, 0.029178987483730826, 0.029292791336890077, 0.03013005179046273, 0.030296507002134536]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6943423523466613, 0.24795343755719712]","[3791, 4893, 4280, 1392, 3449, 2893, 3281, 582, 4449, 2563, 3188, 2242, 1136, 4619]","[0.0062623449671339645, 0.008227782267182284, 0.013334473836004486, 0.01823478934150233, 0.022818262714506835, 0.02360988199430868, 0.025653370350565596, 0.026648304096105163, 0.02815336978746337, 0.02862494484911994, 0.028819602640286858, 0.02949483337290349, 0.03009860423505117, 0.03225024556168443]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.059821536344953796, 0.6823100549486958]","[3072, 4172, 957, 1512, 4973, 2842, 4845, 2235, 2755, 3401, 948, 3039, 773, 297]","[0.008319045925151656, 0.009840226162446682, 0.011167589378413298, 0.012902723639022574, 0.016508599217435256, 0.021844677289899195, 0.022241990810188454, 0.02613207602241029, 0.02659313463590091, 0.02751608135657139, 0.02797467573313148, 0.02995004689449657, 0.030344977956496176, 0.03294817937875372]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7381670099319342, 0.48386401464472184]","[1577, 3611, 429, 4827, 708, 467, 4722, 76, 2457, 4299, 710, 2416, 407, 3529]","[0.007293286870928939, 0.015730976554342288, 0.016175195764986255, 0.018575605293899237, 0.021595427193276697, 0.022454746292031254, 0.0224687270360714, 0.023682975082784944, 0.024894730285144714, 0.02573043931059333, 0.026308862907362472, 0.027899741575957572, 0.02881007593976372, 0.030623281730031208]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0838639418199606, 0.3906942189229189]","[4328, 1845, 4806, 1970, 744, 2528, 2860, 4441, 2552, 2191, 3164, 3701, 2250, 371]","[0.00394827959002073, 0.007553145099264239, 0.011581309009236002, 0.011805846904590675, 0.01277214354684226, 0.014279950470321963, 0.017351978138191722, 0.02431748125591644, 0.024744568969341362, 0.026082919696029102, 0.0261919705043725, 0.02700213322935586, 0.027798763103759453, 0.029131514119726358]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4933985461601894, 0.003675529439491343]","[983, 4951, 4823, 2561, 4057, 4738, 2881, 897, 173, 194, 3793, 1311, 2903, 1302]","[0.016217260317983092, 0.020592482014961257, 0.021849047026906963, 0.022413888262738747, 0.0230952664551396, 0.023638432542930098, 0.02968331944172742, 0.030253792401945465, 0.03191384962553355, 0.03351161540717855, 0.03441669997570747, 0.0357360144711543, 0.03887097705161719, 0.04032247576507314]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3697461669827399, 0.25403733155852104]","[1595, 2111, 2122, 3853, 3563, 2333, 3092, 2980, 197, 1189, 3024, 717, 3434, 124]","[0.007315115262478629, 0.007591946333824442, 0.011089222801669733, 0.01963475270201948, 0.02163590220153538, 0.0225893272040241, 0.023889716326908908, 0.02547849950794813, 0.026069871437069073, 0.028824399977021926, 0.02903412008298726, 0.029268046960430463, 0.03051722908714795, 0.03134941117374692]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5077856818172833, 0.507144165936303]","[2969, 2562, 4400, 37, 2583, 2450, 2876, 1173, 2858, 4987, 138, 4342, 4002, 2121]","[0.0076471851646850554, 0.011891401432784856, 0.01375199363863884, 0.014759710642644665, 0.015079413807573895, 0.015376788240925619, 0.018247237231335044, 0.018770272748065978, 0.019342345726843718, 0.02080216601065988, 0.021542424055396716, 0.023029302879046903, 0.023165940136048, 0.024237753707691278]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3454977452332022, 0.1013459998160895]","[3225, 4613, 2756, 3502, 1911, 1151, 338, 3573, 2197, 1900, 4639, 519, 2088, 121]","[0.0035356410633871392, 0.006276857942528346, 0.008834460155634103, 0.011181243305614388, 0.011357808907515093, 0.015950932555869633, 0.01733715833280463, 0.018541269238055467, 0.019845747887711138, 0.021756855537298274, 0.023391171483238025, 0.024358737079941014, 0.024613056454166272, 0.025248600129059072]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6783152288342789, 0.28694027602205063]","[2360, 982, 1136, 2927, 4657, 231, 3188, 576, 4629, 3421, 4449, 214, 1102, 449]","[0.008982135840477589, 0.010282117448585515, 0.012179992183869491, 0.013520220205406773, 0.013576694445642488, 0.01506866806047692, 0.016198437802838712, 0.01634024259074028, 0.019255416426127984, 0.023173639210818737, 0.026151145355412037, 0.02628446831132662, 0.02758592455546929, 0.028151580698290442]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.32310336564862285, 0.32868465994188767]","[4383, 812, 1726, 281, 1085, 874, 2965, 1993, 4908, 4925, 4553, 1043, 1573, 387]","[0.004305059894353472, 0.00554459973027243, 0.007340027168483603, 0.008130300685142661, 0.011541292012983453, 0.012180085858044774, 0.013522904415501113, 0.017017978039697155, 0.018329846418702233, 0.019993355587154638, 0.02222501228441148, 0.023935439478677236, 0.02559271570381922, 0.029015391388602853]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5115881582348584, 0.521405660645778]","[2583, 1173, 2969, 2858, 3656, 33, 138, 4987, 4487, 1950, 4400, 4118, 3033, 2248]","[0.003279880313806077, 0.004084887865419565, 0.00963758363629179, 0.010708267214493984, 0.013826051309488092, 0.014759710642644665, 0.015028995341021924, 0.015865615092190165, 0.018357155753100107, 0.019291722723931818, 0.01988601425667596, 0.02072994966024613, 0.02189994312529129, 0.024054571577453082]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5647858678222188, 0.4805396229075487]","[3641, 1547, 4762, 992, 4641, 1124, 2428, 4749, 319, 1921, 945, 1652, 1002, 165]","[0.0030623301052270313, 0.0031146753038973347, 0.00545355034401808, 0.006876396817508981, 0.009789416780489087, 0.018282661914759777, 0.0243260496432549, 0.02497923363336671, 0.0251856775385747, 0.025518348401380113, 0.025721852149435856, 0.02603452567871092, 0.026605676977431048, 0.026974230430943734]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.20307553045553728, 0.13234221150466452]","[861, 1557, 917, 4224, 3433, 2383, 3984, 399, 126, 2467, 2470, 2439, 10, 88]","[0.0053634707056805725, 0.005400537721901886, 0.00826856449699916, 0.009218403535126323, 0.010285901983152707, 0.01270161086612921, 0.013252119980765366, 0.017778463028867927, 0.019057728926562566, 0.020219877338219477, 0.02166011410913343, 0.025038254605487694, 0.02669962594530687, 0.027675340735550235]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9025763995190826, 0.9337478972608751]","[3788, 2413, 3204, 532, 2780, 1032, 2815, 4460, 3948, 3303, 3884, 4914, 4723, 3949]","[0.006578108210568648, 0.007334207879548287, 0.018873571091002, 0.022055716286853475, 0.023482244612327497, 0.02382854006818872, 0.024400021282396996, 0.027057856753180617, 0.027254083893968724, 0.02930726172222191, 0.03260648599861498, 0.033153254918819944, 0.033346326215085965, 0.03464911340579267]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.19323415892221008, 0.635873521399328]","[3916, 3247, 1484, 3076, 2289, 3310, 2198, 911, 1828, 4665, 800, 1984, 2972, 3829]","[0.004446134678218785, 0.011651412642775855, 0.014140606869075511, 0.017199729231578257, 0.021327148581915777, 0.022666672513972953, 0.024737194458680663, 0.025250835436535248, 0.026032658325873117, 0.026932194343112104, 0.027579174666601307, 0.027912690412690715, 0.029769268268611256, 0.03149509206722764]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.44265686512876345, 0.6519456175278407]","[1671, 3713, 4887, 4840, 4747, 208, 90, 4114, 1830, 2823, 2171, 2482, 2330, 3244]","[0.008413779825849517, 0.014013965334971835, 0.014118034163981821, 0.01414148139386428, 0.014775671248323956, 0.0156901011791733, 0.01883141277033796, 0.021175343516888413, 0.02169323445545523, 0.022113464738432162, 0.022720987943358424, 0.024625108313685678, 0.02502530396190472, 0.025092202268393184]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7100814107092208, 0.9095728747823656]","[167, 919, 3335, 1476, 3445, 2473, 400, 488, 1181, 3886, 4624, 1580, 4235, 575]","[0.0017094072692294517, 0.013291719206425358, 0.015970623702185386, 0.016540858848323486, 0.01823404910163771, 0.018816891595231554, 0.022630282427655912, 0.02341309889913983, 0.02407115640555067, 0.024254556069704322, 0.02502193729990474, 0.02577214473972301, 0.029762495794288493, 0.03390734186682766]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.24587845122091012, 0.859059749084871]","[4824, 2169, 516, 2559, 511, 2066, 1770, 1470, 1680, 1982, 3431, 1666, 4785, 1498]","[0.002274504211631551, 0.0046300284211473796, 0.009934974432249867, 0.013037930577868525, 0.013258382965576328, 0.014550654188461154, 0.014572579564084625, 0.02004568258609784, 0.021598535962001102, 0.021946264138966196, 0.025990860519318707, 0.028764266619246255, 0.028781044891291057, 0.031105106376137906]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2611796959024708, 0.4903302467612325]","[1236, 3272, 3555, 95, 364, 3789, 1688, 4406, 2345, 417, 224, 3558, 3711, 2715]","[0.002553063002470141, 0.002854281790533918, 0.008471205902968314, 0.019654998274030097, 0.021475191652111956, 0.02369671385253803, 0.025798091947478886, 0.02604714487488337, 0.028422110808568532, 0.028532950891605614, 0.028765904389947014, 0.029161858311033656, 0.029276649742675423, 0.02983158767056332]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9141672445761794, 0.6508536011620332]","[2047, 3240, 1333, 72, 2864, 1497, 292, 1930, 2193, 2120, 3248, 4123, 2540, 4439]","[0.010115422614320694, 0.01216376354266578, 0.014651792962004976, 0.015519140490684515, 0.01836164096330035, 0.01997672476119606, 0.02070033796490098, 0.022605074277376472, 0.028101068842819883, 0.029550478564382525, 0.02983799449359972, 0.030135276965793843, 0.031097535422528688, 0.03161892104325202]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9733740548562263, 0.4676731974283169]","[3090, 2204, 1592, 3888, 1345, 769, 1279, 4739, 457, 869, 2768, 1217, 495, 68]","[0.006846589098508891, 0.010717943141607834, 0.012502942750922584, 0.016136332251876526, 0.019038044829355838, 0.025778164525803744, 0.026032750175668664, 0.026088398125561595, 0.027476598782324103, 0.02800221299053303, 0.02872852052176148, 0.028752157530886283, 0.02965987944193839, 0.03244272924553682]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8441904545835426, 0.6266920225040865]","[164, 3508, 1219, 3061, 4508, 1482, 2382, 2146, 1024, 634, 2497, 2898, 4399, 3305]","[0.002783110413179317, 0.003150983693707357, 0.010997071463730525, 0.011840632716037525, 0.01204097717682887, 0.013562684312487352, 0.019851683766035, 0.022593482307500842, 0.024808560985893884, 0.02559076338624253, 0.029184115709068013, 0.03044947126233825, 0.03343910842599474, 0.03616177081931078]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5902048204601803, 0.8531891442978371]","[4147, 3495, 2354, 3488, 1164, 2400, 1312, 2887, 1951, 341, 4876, 4585, 1034, 2225]","[0.00444423530181676, 0.0047924935691078235, 0.0129603645138623, 0.017417621058301507, 0.021900188993147225, 0.024889217766876633, 0.025381206432118403, 0.026762907845055736, 0.028050948493510825, 0.029161536390382815, 0.029421550379012163, 0.030226515951938492, 0.030672700140875954, 0.03343263478270218]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9028384375772512, 0.0174212231432892]","[3016, 3114, 3843, 3443, 4699, 3795, 242, 3359, 1519, 3646, 3086, 3348, 4669, 522]","[0.00898864668470319, 0.00963358693424908, 0.009819435521841969, 0.010498956714965786, 0.011379114674560795, 0.0159081666071685, 0.01813512927799738, 0.019196511864335002, 0.02018000883465821, 0.020632386650092607, 0.0257582503952524, 0.027359214862374817, 0.027865513819425362, 0.02915573042051538]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7255120601962428, 0.30939913121732354]","[4612, 3977, 838, 4843, 1230, 1310, 1102, 901, 2729, 3725, 214, 1524, 2008, 4629]","[0.006229986856167143, 0.008340294687045807, 0.010423623438205633, 0.01935095083992369, 0.02287801962553395, 0.023983856608318598, 0.02469141540743612, 0.025966847340067552, 0.02655834326845299, 0.02831750829842902, 0.03154155070113784, 0.03184955467298008, 0.03228736896598054, 0.03311729171583655]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.03641861461548079, 0.8355453022951002]","[899, 4974, 3347, 2600, 4645, 3193, 2207, 268, 736, 907, 3409, 695, 1705, 3786]","[0.008965950212085806, 0.01474218371031588, 0.015051619617841929, 0.01662746623124444, 0.018490726327034076, 0.020350671845914017, 0.021633682100063417, 0.024892900824210216, 0.02552311520819022, 0.02711470653201729, 0.028849636437515234, 0.03039774161104851, 0.03143325462493099, 0.03257784731047206]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4698645044061799, 0.1717401907441385]","[4521, 1515, 1523, 3250, 4681, 2822, 3781, 1710, 1603, 2909, 4290, 2930, 3100, 2934]","[0.004424489987506994, 0.006794910683413428, 0.007147643127354718, 0.009222271485078391, 0.011822779725536237, 0.013640568318911556, 0.016945411779267013, 0.0174706701269163, 0.018161093025371212, 0.018263811515085743, 0.019591789124082794, 0.023972528169984225, 0.02566037543729077, 0.026152996592283893]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
