POS,NN,Ndist,Nweight
"[0.06536453171303103, 0.6295821501731063, 0.21021949027834874]","[2536, 1244, 727, 2868, 3423, 3042, 2506, 1987, 2521, 3750, 117, 1866, 258, 2594]","[0.018084965019449537, 0.03273584468817229, 0.03393593179562577, 0.05249938901791575, 0.05958042864060169, 0.06161175874307787, 0.06724842511230941, 0.07719778406201795, 0.08712393357215963, 0.09014949908651963, 0.09268135921624025, 0.09291506847830082, 0.09487793212252975, 0.09641940358432693]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.01874544681193402, 0.8163280069924304, 0.5581087006479187]","[238, 1400, 271, 3148, 25, 2765, 3430, 3896, 3363, 508, 3337, 590, 2872, 3007]","[0.050840263722007596, 0.053396509390384796, 0.05895217606170113, 0.08304268639632102, 0.08815024859294249, 0.08897598342080347, 0.09299352692742056, 0.09472128249678861, 0.09680680252213134, 0.09866459238058618, 0.10991370611304396, 0.1100802048792455, 0.1120701601373234, 0.11678077725836637]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7923495979459781, 0.27463056268572483, 0.021961631719712216]","[1009, 2581, 4039, 2843, 4946, 4828, 4375, 2546, 2638, 1045, 3790, 2469, 1180, 3223]","[0.02086315551370549, 0.02206077174030877, 0.04421633990437267, 0.06918433028096488, 0.07078544269503587, 0.07376818492025716, 0.07634652679677902, 0.07914810627077055, 0.08490333171611436, 0.0856334161267019, 0.0966663747406891, 0.10617077860886616, 0.10797985848664991, 0.11076486022774625]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.49991233420467984, 0.09467197721261034, 0.5488107800188033]","[1857, 2853, 1471, 1333, 4292, 2325, 3131, 4232, 1449, 1939, 2283, 1664, 3853, 3928]","[0.028999728627877537, 0.03578709422381664, 0.039101698807761966, 0.056441078332469564, 0.05736815687866634, 0.05790417705329062, 0.06133055417627898, 0.061423401441946926, 0.06454450882549079, 0.0691295040391856, 0.06916378512598473, 0.07896431637984391, 0.08035077585742616, 0.08134589083316171]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.4819168065550482, 0.2256294409563112, 0.7184078062673319]","[3818, 3599, 4637, 2442, 971, 1205, 1688, 1998, 3802, 3048, 4070, 4625, 318, 570]","[0.04211423129822592, 0.048275085934446856, 0.0534220503829867, 0.06579171366340988, 0.06672359784810054, 0.07021676115374036, 0.07138036444329449, 0.07819964931531262, 0.0799222232379913, 0.09314048622044233, 0.09443003674031855, 0.09655650564027422, 0.09945288865733701, 0.10086840925583437]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.43103967256381825, 0.8659080999713347, 0.6208425366365005]","[1956, 2926, 537, 63, 1584, 4731, 3994, 1017, 1962, 1965, 2952, 364, 4987, 214]","[0.036756169403481, 0.04200830541346105, 0.04726319872213348, 0.056290453273404095, 0.0599210126680642, 0.06448475079287769, 0.06765157849336875, 0.06841328797676591, 0.07323427759422321, 0.08637375139220699, 0.08676629190351709, 0.09224775014672158, 0.09537437515255143, 0.09575112269194459]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8902127112872736, 0.8103426470329002, 0.361641801929767]","[3340, 3860, 3519, 2492, 2304, 2473, 2436, 3192, 4140, 3907, 1023, 1802, 951, 1028]","[0.028252760937155234, 0.04433890394134037, 0.06185667551616284, 0.07213497483435445, 0.08196322038665951, 0.08259231066974843, 0.08282820949669242, 0.09043869449694615, 0.09060598548673986, 0.0976752588090889, 0.10108686589344365, 0.10135766932400098, 0.10190254178293137, 0.10395818551163266]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3211074618096923, 0.9977404240926886, 0.6778831929237997]","[4241, 2098, 4585, 2494, 214, 5000, 4564, 114, 3635, 2240, 4605, 1109, 3973, 980]","[0.05700603955433415, 0.06614439895023225, 0.07062842532936077, 0.07547614172628928, 0.09761978919316605, 0.09880237986828726, 0.10332520214038553, 0.10482092369932354, 0.10955785498180717, 0.11734791038417919, 0.11859960511248749, 0.1208756640174563, 0.12397478569873226, 0.12776086959701588]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6113283537205457, 0.573503401754766, 0.2635745057022366]","[400, 1787, 3079, 362, 1340, 350, 4496, 2909, 4389, 1473, 4397, 3623, 3070, 1701]","[0.03939763616801995, 0.04010234949262442, 0.05635517708297259, 0.06455343915006911, 0.06547461048157133, 0.06670756234685137, 0.06957935757329174, 0.07090351562473388, 0.07198767933859639, 0.07736187228784755, 0.08068611153254064, 0.0833715358277856, 0.08365951649280941, 0.08388449369840442]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.10262951333134074, 0.22149605310945641, 0.24940231716929961]","[1167, 4278, 4506, 3660, 4336, 1711, 4572, 1608, 1537, 3190, 1051, 1302, 298, 1514]","[0.024636445680697387, 0.05074394427099213, 0.051553776985005934, 0.060050851706148, 0.06971084656481606, 0.07179526583755752, 0.07381997399893049, 0.0809926928752051, 0.08447660381997331, 0.08566025609497802, 0.08604365052109512, 0.08653882204350875, 0.08729355894032964, 0.08807798722194132]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7598442976351696, 0.06614345112264852, 0.8972553876614832]","[2462, 83, 4500, 4032, 3581, 3391, 4176, 1346, 3992, 1147, 755, 2346, 4654, 1081]","[0.03421808808495124, 0.0423968230508792, 0.05825203801462527, 0.06344166422707745, 0.06451345103328313, 0.06530760356029972, 0.06549629973860162, 0.06786622022085599, 0.06970989009127612, 0.07220343196723013, 0.07288948350096378, 0.07481693160543393, 0.07629642299040496, 0.07995391171277079]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7494310738198346, 0.09918324547927737, 0.48618900610633753]","[2752, 494, 4953, 2052, 3265, 692, 3098, 2477, 3425, 1150, 1403, 1349, 4342, 3701]","[0.03861614811895396, 0.03993329132935515, 0.06237264738734561, 0.07067771874741931, 0.07906398622767755, 0.07995191050018137, 0.0806331031280473, 0.08180329816457002, 0.08264280764888732, 0.08524627850113087, 0.08544397834497154, 0.08563359388913498, 0.08852519171537522, 0.09088420611291181]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3043044365533617, 0.3241972285628224, 0.1539732372758894]","[4519, 1448, 2368, 841, 4290, 1255, 4407, 2254, 3025, 3655, 1475, 2784, 3868, 4417]","[0.03247041495655531, 0.037539909527966986, 0.04597512411004498, 0.05311883291588367, 0.05607213915954179, 0.06183926227790261, 0.065061371222177, 0.07264160747169071, 0.07826302105875685, 0.08192885544455265, 0.08411092923968003, 0.08684837763616114, 0.08854288605139958, 0.09468057379823765]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8009849507188505, 0.40833725032020485, 0.6648928438528081]","[3605, 388, 154, 3202, 337, 4006, 2911, 4132, 4045, 1206, 1170, 3417, 4769, 949]","[0.05592862321878328, 0.05705811384801311, 0.057409963562855965, 0.06739115768107205, 0.07080173948110503, 0.07193246877713866, 0.07491672243174201, 0.07812397784792202, 0.07879628779645485, 0.07947665568877778, 0.0809073200510849, 0.08198149701652215, 0.08381380625598477, 0.0857957618337079]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.0652935309378817, 0.742656119475099, 0.5448348473703307]","[1400, 3148, 508, 2010, 77, 2101, 3735, 2297, 12, 490, 4469, 3622, 3565, 2765]","[0.0559430345239543, 0.06150105744485986, 0.061720439120700264, 0.06664033299946878, 0.06878658926264905, 0.07676856813105375, 0.08263601639442168, 0.08699937065469339, 0.08815024859294249, 0.09929920977075578, 0.10431536007207645, 0.1059126118989671, 0.10693858088433159, 0.10696250551592477]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.17162540096027912, 0.03395703615361201, 0.7882364332076486]","[480, 2338, 2359, 1544, 2966, 2284, 2075, 2624, 2016, 1163, 2646, 4743, 1365, 3217]","[0.04035271191536479, 0.047475463382189886, 0.04800880675442155, 0.04878798231039645, 0.048849330720939325, 0.050888169886744376, 0.05558335293395771, 0.06113017342377992, 0.06142359788796943, 0.06437136065599258, 0.06543869393859893, 0.07307598168906966, 0.08157073414449972, 0.08289254226730779]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.24831022173381123, 0.7708880043715045, 0.4449913019537226]","[2835, 3008, 3401, 2224, 4114, 2662, 1084, 2375, 741, 3736, 1904, 3037, 3776, 3215]","[0.03304352290020421, 0.034677407760380675, 0.040177439804718086, 0.045509071826745275, 0.04840069398645105, 0.06165344347068477, 0.07152363903215182, 0.07794893887362676, 0.08773674285779322, 0.08935233487828605, 0.08952623087280591, 0.08984031041877506, 0.08988804351176946, 0.09120045432176722]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5541908584764607, 0.8554221173966786, 0.3977273161121754]","[283, 4305, 3617, 1215, 2119, 2944, 2800, 2856, 3224, 2228, 398, 2871, 2319, 642]","[0.041909251305930546, 0.06627544850242924, 0.06770549433939192, 0.07636084697122339, 0.07962743541402152, 0.08427321104743561, 0.08520210618873632, 0.08598091230908993, 0.08962955847714896, 0.09088091957959996, 0.09294809595909528, 0.0934724317384805, 0.0938236394183366, 0.09734309936658488]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.14447634385379582, 0.7083392334059767, 0.7896762686416294]","[4347, 924, 2261, 2553, 2121, 1764, 3314, 1427, 3198, 91, 2301, 2445, 4216, 3218]","[0.046891586403457974, 0.059209816593764626, 0.06140310896062319, 0.06387367343579814, 0.06461763255984657, 0.06766782384282241, 0.07181104003646203, 0.07471591759684311, 0.07842181974963329, 0.08004725037640206, 0.0801289998632539, 0.0879427070972995, 0.0961425356869925, 0.09739722085233615]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.051098126848990844, 0.5039453360668187, 0.3305610757273738]","[4317, 2193, 969, 2221, 1311, 3402, 2563, 4513, 600, 2695, 3640, 3344, 3829, 1663]","[0.03711958089721292, 0.0498974244690972, 0.050072708729917204, 0.05886319884228993, 0.060914779027299165, 0.061427704066939585, 0.06423185955437977, 0.06550339257571179, 0.06819014706958659, 0.06876612561205134, 0.07324605022798608, 0.0790647086753603, 0.08067273494294123, 0.08790828435876843]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6996064832254915, 0.19227362427828365, 0.40336992343587164]","[1275, 3010, 2541, 840, 4896, 4644, 3926, 235, 704, 1583, 2046, 596, 538, 2044]","[0.039687774116922044, 0.05587678906030897, 0.0663264200629716, 0.06863455585842232, 0.07135420836278483, 0.07344372635968563, 0.07373556076182701, 0.07664102039565747, 0.0783601774583946, 0.07893671081890383, 0.08066434087551023, 0.08488131639591777, 0.08735764894230669, 0.08740006921295994]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6677147556555855, 0.07804829917278233, 0.3592139923626868]","[99, 1848, 1522, 1094, 2841, 3515, 1341, 1800, 1943, 3614, 96, 4644, 3181, 197]","[0.013641374439725367, 0.029259331214018157, 0.04151741681173159, 0.05068135357392483, 0.05905653128964625, 0.059383169400859914, 0.06293362788418354, 0.06586008688869412, 0.07088811761352169, 0.0804135612973433, 0.08131560883350292, 0.08189643838065538, 0.08364533423431116, 0.0908230462579467]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.492094599697643, 0.3462075505740566, 0.06133792124540238]","[3797, 1361, 1722, 1876, 616, 1135, 3773, 4019, 2062, 3380, 1846, 2692, 2034, 821]","[0.057304696368228686, 0.059157447941698756, 0.05956833816903442, 0.06124724215964887, 0.06248705693173607, 0.06426038165582296, 0.07313278920798583, 0.07473500567389786, 0.07953281654526596, 0.08092339256675937, 0.08406079286174414, 0.08740667267392617, 0.08971142256876731, 0.09511046491478375]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.1287125149447581, 0.9751501994111912, 0.8889938229249604]","[2904, 594, 1007, 2286, 1556, 3165, 126, 2124, 2988, 4501, 4359, 4349, 1430, 3981]","[0.02466913363138388, 0.04427822109341589, 0.04558322013400686, 0.05644686639150297, 0.06543402060268282, 0.06770935455449902, 0.07373983227517092, 0.07591241014909512, 0.08828011743956714, 0.09041314256090954, 0.09041420350166751, 0.09563936776341135, 0.09610017090009995, 0.09643355004504528]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.6998791065614378, 0.9209353118534661, 0.9526314263578413]","[1894, 609, 1264, 2900, 3260, 2328, 543, 4158, 3840, 4341, 3932, 1652, 3815, 4627]","[0.00749641818227835, 0.03417023580822767, 0.036972388943289934, 0.03903684655131363, 0.05508408451470489, 0.062251698635255384, 0.06276870187290869, 0.06650947133309354, 0.06765454349821784, 0.06920389894229141, 0.07187310674012735, 0.07187730094922126, 0.07514587396091954, 0.08405674913090777]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.2558048947306082, 0.5818850392168627, 0.5813838100224074]","[2833, 2601, 1519, 1224, 203, 1181, 4826, 1144, 4030, 275, 2937, 3436, 307, 3174]","[0.03626567016994651, 0.03990535966509512, 0.0413950945315078, 0.04252029504436077, 0.04293012466862337, 0.045274430490796255, 0.052121988007997735, 0.06285638304925784, 0.07663599252432811, 0.07876225321902999, 0.08373496634648635, 0.08703321074812924, 0.08706132982603657, 0.08829542132475036]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.16511982468802122, 0.6335519479516032, 0.29488077376931454]","[1833, 10, 117, 2521, 4947, 4225, 832, 1790, 556, 3740, 3750, 2414, 3042, 3423]","[0.01245463322437941, 0.05334912681895024, 0.0546121628830479, 0.06050849088267071, 0.06541877660598881, 0.06697185752536873, 0.0686274570714036, 0.08261732743602254, 0.08468515628706444, 0.09144840568807147, 0.09164895561586109, 0.09201771234333718, 0.09290626777126618, 0.0977786426782376]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9093943063464622, 0.8780091464924191, 0.8617558007010431]","[2722, 3743, 286, 4973, 3627, 4549, 4430, 654, 3063, 2664, 2479, 3381, 4932, 3650]","[0.03564897406825062, 0.03847062688984151, 0.05511862977976105, 0.059052869523260124, 0.06007366438129874, 0.06729566024654253, 0.06931788400425969, 0.07434846289917599, 0.0771915089986274, 0.08194414859047966, 0.0833426873201316, 0.08453596775300956, 0.08988595470932051, 0.09168342903141963]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8284110375829209, 0.40729708884284666, 0.12116339473982907]","[4933, 953, 4054, 4186, 222, 2400, 4314, 738, 3439, 3316, 845, 4780, 1005, 3322]","[0.013554062077966576, 0.03205156367031608, 0.03515874515337791, 0.03611211587299536, 0.04832854042524623, 0.05683756773884861, 0.05768072578868562, 0.061733176508318624, 0.06680188510997766, 0.07507469208625149, 0.07605826517361726, 0.079840415828097, 0.08057925823545874, 0.08083570491211972]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9264970157185468, 0.317530527724877, 0.3617789398793503]","[4415, 4385, 1523, 4869, 121, 716, 2118, 3255, 4151, 2554, 1753, 3185, 3725, 4055]","[0.04398321816648284, 0.04599648009810267, 0.05611324604345516, 0.06370891070462124, 0.0661060590966428, 0.06789289644368907, 0.0735126942391073, 0.07503716875335834, 0.08105625036409238, 0.08119888120468437, 0.08270159392474664, 0.08367420678181889, 0.08732102311645387, 0.08846988492540334]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.02990286053884539, 0.7223913680500379, 0.6915142198856563]","[3665, 474, 1865, 3739, 4639, 423, 436, 3622, 90, 2964, 4616, 103, 611, 1764]","[0.03541706778072517, 0.042520330850278634, 0.04596250073524073, 0.04741339717262316, 0.054794624136064354, 0.06111497318214779, 0.061714873236152705, 0.06214938665274915, 0.08220656420820999, 0.0836858715732236, 0.08537921322393441, 0.08869221508678538, 0.08886514368313987, 0.08963232943217218]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.44731272552918244, 0.39208770986900676, 0.8501747398478969]","[2089, 284, 2378, 774, 3188, 3494, 1188, 158, 4137, 3196, 1593, 4694, 2181, 2285]","[0.036884896951085495, 0.04503375748497224, 0.05750633852022885, 0.05847995260077112, 0.05891217267419678, 0.06828366547506973, 0.07006133066962769, 0.07193384628235737, 0.07208322695697432, 0.07596062459207524, 0.07760320858651865, 0.0803954874199781, 0.08460038978295475, 0.08583391907760296]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.00036996646774800634, 0.053678970766323886, 0.8503802611755117]","[4377, 655, 2639, 1828, 2787, 270, 4720, 1140, 931, 2178, 3768, 285, 3560, 660]","[0.04002413045058644, 0.04559975295854607, 0.06438332814872219, 0.06510941035051089, 0.08764635025587988, 0.0916296331025581, 0.0965455931110472, 0.10133001657352372, 0.1073204420277391, 0.1094906206787893, 0.11346441200675783, 0.11477655342135806, 0.12491337846952193, 0.12732201033631843]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.22535175049580103, 0.6153858793876924, 0.01736200157800394]","[3604, 4213, 456, 304, 2620, 201, 2171, 1345, 3980, 1279, 1968, 1239, 3695, 55]","[0.051050843147440766, 0.05203223322815232, 0.05370159753631036, 0.057112415638803135, 0.05743987845875182, 0.06112559704283647, 0.06558584016181433, 0.06665332350818193, 0.07345896054528667, 0.07431068247097344, 0.07910922272346671, 0.08626971723310495, 0.08693564809918942, 0.09159189440430474]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.7794575350335295, 0.41814304151267445, 0.9141463551201702]","[3323, 3511, 513, 895, 1966, 4548, 4027, 320, 3318, 879, 341, 4755, 2745, 3689]","[0.01251892529331197, 0.03091993859703223, 0.05121127717998053, 0.05592752866648288, 0.06476833103152072, 0.06505181562187241, 0.06700644776081749, 0.06825261504655707, 0.07206880707196255, 0.07584826550531469, 0.07840766691190787, 0.07875173782419108, 0.08003144115841196, 0.0844469652604336]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.09638727683165538, 0.3425292868160066, 0.8640842460419265]","[1316, 3745, 2142, 3613, 3578, 1897, 4098, 3664, 2959, 661, 1113, 4941, 2724, 591]","[0.050712084144123946, 0.05548852862536908, 0.05874942772945596, 0.059734529666973506, 0.061623565612616386, 0.06944805227630677, 0.07514447119404186, 0.07573842452731963, 0.07620705365490689, 0.0779958424623537, 0.07930345408464595, 0.07939705915369885, 0.08007416262640313, 0.08464374327497354]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5474127527610108, 0.24440151999978588, 0.16731106096805104]","[4965, 1636, 632, 876, 3059, 182, 3986, 3128, 4598, 4509, 212, 3097, 2603, 432]","[0.05351509033667294, 0.05664767624989177, 0.06052249684913368, 0.06172828112706782, 0.06280294474119252, 0.0646032429941669, 0.06765069878311868, 0.06919036044112677, 0.07083326826478599, 0.07258578053113486, 0.07731190829588877, 0.07804371250666371, 0.07823643938156234, 0.08241619537521927]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.5468248122790532, 0.6375740910953849, 0.2993506140299994]","[176, 4964, 4833, 4999, 2466, 1482, 4194, 1826, 3597, 1076, 4389, 4298, 3367, 4496]","[0.03363835377375076, 0.04320504152131851, 0.05472953990883654, 0.06187388363886018, 0.0692096736784797, 0.07077612107560578, 0.07367692882032846, 0.07421565780486428, 0.07486186408473146, 0.075965758013066, 0.07676864020009011, 0.07714844814101608, 0.08424400366686652, 0.08479746848312271]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.3145609265025652, 0.030180411789358486, 0.6121326412237892]","[207, 1839, 1718, 3410, 4486, 3878, 2188, 3753, 3378, 1992, 3912, 3692, 282, 3028]","[0.040369401825443636, 0.05147980985866101, 0.052706511282832574, 0.05498754254376234, 0.05645239412662302, 0.05664907580979731, 0.07074489292422897, 0.07159011018399736, 0.081171421422939, 0.0843279045625334, 0.08467321930406241, 0.08514924658688461, 0.08857315559513224, 0.09363270817597551]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.8071265988284307, 0.16089354982389203, 0.7072960707941202]","[2817, 3680, 4129, 2528, 2593, 2227, 887, 4547, 4533, 1103, 4746, 470, 2750, 657]","[0.028205282959932364, 0.030425262576511604, 0.035637185725237726, 0.042507303696074236, 0.04418046215828749, 0.05312584415718193, 0.056117055211070216, 0.05653328863825968, 0.0770611256830541, 0.07883988726734531, 0.08055483536645971, 0.08506060680995402, 0.08519828714319458, 0.08795701228006578]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"[0.9711415079538077, 0.7204878120971943, 0.03570962337084527]","[4257, 2309, 100, 2585, 1459, 2931, 3514, 2870, 1995, 4499, 573, 678, 903, 1440]","[0.05073082686491764, 0.05583611847199078, 0.07510269087985141, 0.07905238002638673, 0.08257846458621775, 0.08438420868654029, 0.08799308916208456, 0.09210025811756523, 0.09755970880109535, 0.09889896889957007, 0.09931144424264256, 0.10099292483454958, 0.10285379949914833, 0.10330932670836872]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
